"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Layout_KBN","Record_ID","Shisetsu_CD","Shisetsu_CD_Yobi","Shusei_KBN","ShisetsuSetsubi_CD","AddDelete_KBN","Maintenance_DT","Tenso_DT","Byoshosu"
"04/19/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/18/2013 18:27:17","BATCH","04/19/2013 00:00:00","PVS_XP_2054","133","00","8800482","","B","014","1","20130417","20130418","0"
"02/18/2013 00:00:00","04/18/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/19/2013 00:00:00","PVS_XP_2054","133","00","8800065","","A","012","2","20130215","20130218","0"
"02/18/2013 00:00:00","04/18/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/19/2013 00:00:00","PVS_XP_2054","133","00","8800482","","A","014","2","20130215","20130218","0"
"04/22/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/19/2013 18:31:31","BATCH","04/22/2013 00:00:00","PVS_XP_2054","133","00","8800209","","B","008","1","20130418","20130419","0"
"02/18/2013 00:00:00","11/28/2021 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","11/29/2021 00:00:00","PVS_XP_2054","133","00","3301523","","A","001","2","20130215","20130218","0"
"02/18/2013 00:00:00","04/21/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/22/2013 00:00:00","PVS_XP_2054","133","00","8800209","","A","008","2","20130215","20130218","0"
"02/18/2013 00:00:00","11/28/2021 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","11/29/2021 00:00:00","PVS_XP_2054","133","00","3301455","","A","001","2","20130215","20130218","0"
"04/23/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/22/2013 18:44:20","BATCH","04/23/2013 00:00:00","PVS_XP_2054","133","00","6401416","","B","014","2","20130419","20130422","0"
"04/23/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/22/2013 18:44:20","BATCH","04/23/2013 00:00:00","PVS_XP_2054","133","00","6402670","","B","014","2","20130419","20130422","0"
"04/23/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/22/2013 18:44:20","BATCH","04/23/2013 00:00:00","PVS_XP_2054","133","00","6402840","","B","010","2","20130419","20130422","0"
"04/24/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/23/2013 18:38:39","BATCH","04/24/2013 00:00:00","PVS_XP_2054","133","00","6400727","","B","014","2","20130422","20130423","0"
"04/24/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/23/2013 18:38:39","BATCH","04/24/2013 00:00:00","PVS_XP_2054","133","00","6401922","","B","007","1","20130422","20130423","0"
"04/24/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/23/2013 18:38:39","BATCH","04/24/2013 00:00:00","PVS_XP_2054","133","00","6403624","","B","010","2","20130422","20130423","0"
"02/18/2013 00:00:00","04/23/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/24/2013 00:00:00","PVS_XP_2054","133","00","6401922","","A","007","2","20130215","20130218","0"
"02/18/2013 00:00:00","04/24/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","6400920","","A","001","2","20130215","20130218","0"
"02/18/2013 00:00:00","11/24/2025 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","11/25/2025 00:00:00","PVS_XP_2054","133","00","5502965","","A","011","2","20130215","20130218","0"
"02/18/2013 00:00:00","11/24/2025 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","11/25/2025 00:00:00","PVS_XP_2054","133","00","2500057","","A","001","2","20130215","20130218","0"
"02/18/2013 00:00:00","03/26/2017 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","03/27/2017 00:00:00","PVS_XP_2054","133","00","3600729","","A","011","2","20130215","20130218","41"
"04/25/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/24/2013 19:38:43","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","4800072","","B","010","2","20130423","20130424","0"
"04/25/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/24/2013 19:38:43","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","4800072","","B","015","2","20130423","20130424","0"
"04/25/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/24/2013 19:38:43","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","5302712","","B","011","1","20130423","20130424","1"
"04/25/2013 00:00:00","12/31/9999 00:00:00","False","Batch","04/24/2013 19:38:43","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","6400920","","B","001","1","20130423","20130424","0"
"02/18/2013 00:00:00","04/24/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","4800072","","A","009","2","20130215","20130218","0"
"02/18/2013 00:00:00","04/24/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","5302712","","A","010","2","20130215","20130218","1"
"02/18/2013 00:00:00","04/24/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/25/2013 00:00:00","PVS_XP_2054","133","00","5302712","","A","011","2","20130215","20130218","1"
"02/18/2013 00:00:00","03/26/2017 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","03/27/2017 00:00:00","PVS_XP_2054","133","00","3601476","","A","005","2","20130215","20130218","12"
"02/18/2013 00:00:00","04/25/2013 00:00:00","False","Batch","02/16/2013 06:05:18","BATCH","04/26/2013 00:00:00","PVS_XP_2054","133","00","4801862","","A","001","2","20130215","20130218","0"
