"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Layout_KBN","ChiikiRenkeiPath_CD","Shusei_KBN","Maintenance_DT","Tenso_DT","Meisho_KJ"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:07","BATCH","04/14/2026 00:00:00","PVS_XP_2093","026","01","A","20121127","20121203","大腿骨頸部骨折"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:07","BATCH","04/14/2026 00:00:00","PVS_XP_2093","026","99","A","20121127","20121203","不明"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:37","BATCH","04/14/2026 00:00:00","PVS_XP_2093","026","01","A","20130215","20130218","大腿骨頸部骨折"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:37","BATCH","04/14/2026 00:00:00","PVS_XP_2093","026","99","A","20130215","20130218","不明"
