"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Layout_KBN","SikkanBetsuRiha_CD","Shusei_KBN","Maintenance_DT","Tenso_DT","Meisho_KJ"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:08","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","01","A","20121127","20121203","脳血管疾患等リハビリテーション"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:08","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","02","A","20121127","20121203","運動器リハビリテーション"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:08","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","03","A","20121127","20121203","呼吸器リハビリテーション"
"12/01/2012 00:00:00","02/17/2013 00:00:00","False","Batch","12/27/2012 13:22:08","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","04","A","20121127","20121203","心大血管疾患リハビリテーション"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:38","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","01","A","20130215","20130218","脳血管疾患等リハビリテーション"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:38","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","02","A","20130215","20130218","運動器リハビリテーション"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:38","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","03","A","20130215","20130218","呼吸器リハビリテーション"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:38","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","04","A","20130215","20130218","心大血管疾患リハビリテーション"
"06/06/2016 00:00:00","12/31/9999 00:00:00","False","Batch","06/03/2016 19:04:22","BATCH","04/14/2026 00:00:00","PVS_XP_2094","027","05","A","20160602","20160604","廃用症候群リハビリテーション"
