"Dairiten_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairi_CD","Dairiten_NG","Blockdairi_CD","IchijiDairi_CD","SalsTokei_KBN","SitnDirtn_FLG","DaiSeisak_KBN","PrintI_CTL","PrintYK_CTL","Keikakutani_FLG","DairitenKenkei_KBN","RyutuBuin_CD","Kurini_FLG"
"12010","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:43:09","PVU_EX_1400","itg39895","09/16/2025 14:43:09","PVU_EX_1400","13148","アルフレッサ（株）千葉","","","1","1","1","208","","5","","ecl06828","1"
"12033","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:17:07","PVU_EX_1400","itg04213","10/09/2020 13:17:07","PVU_EX_1400","27803","（株）ＰＡＬＴＡＣ東京第一","12033","","2","","3","","","","","","0"
"12037","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 13:57:05","PVU_EX_1400","itg46273","09/16/2025 13:57:05","PVU_EX_1400","13159","メディセオ千葉統括営業部","13160","","1","1","3","207","","1","","ecl06828","1"
"12888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","千葉の代理店","","","","","3","","","","","","0"
"12889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","千葉の代理店","","","","","3","","","","","","0"
"13001","05/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","05/08/2019 10:46:14","PVU_EX_1400","itg40916","05/08/2019 12:05:12","PVU_EX_1400","13001","株式会社メッツ","","","","","3","001","","","","","0"
"13002","04/25/2022 00:00:00","12/31/9999 00:00:00","0","itg19647","04/25/2022 15:53:45","PVU_EX_1400","itg19647","04/25/2022 15:53:45","PVU_EX_1400","","ＥＡファーマの代理店","","","3","3","3","","","","","","0"
"13003","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","04/19/2018 18:50:05","PVU_EX_1400","itg04213","04/19/2018 18:50:05","PVU_EX_1400","13003","イワキ株式会社","13003","","2","3","2","236","003","","","","0"
"13004","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/03/2026 10:12:45","PVU_EX_1400","itg36186","03/03/2026 10:12:45","PVU_EX_1400","13148","アルフレッサ共同仕入部","","","","","1","","","","","","0"
"13010","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:17:41","PVU_EX_1400","itg43581","04/15/2024 13:17:41","PVU_EX_1400","13010","酒井薬品（株）","13010","","1","3","1","205","022","1","","ecl10170","1"
"13012","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:18:48","PVU_EX_1400","itg04213","10/09/2020 13:18:48","PVU_EX_1400","13012","アルフレッサヘルスケア（株","13012","","2","2","2","237","","","","","0"
"13013","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:32:41","PVU_EX_1400","itg46273","09/12/2025 11:32:41","PVU_EX_1400","13015","東邦薬品（株）東京営業部","13013","","1","3","1","206","024","1","","ecl10170","1"
"13014","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:24:57","PVU_EX_1400","itg45886","09/12/2025 10:30:08","PVU_EX_1400","13015","東邦薬品グループ","","","","","1","","","","","","1"
"13015","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","10/28/2024 15:07:57","PVU_EX_1400","itg45886","10/28/2024 15:07:57","PVU_EX_1400","13015","東邦薬品（株）","","","","","1","","","","","","1"
"13017","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:52:46","PVU_EX_1400","itg37786","02/16/2026 16:52:46","PVU_EX_1400","13148","アルフレッサ東京","","","1","1","1","202","","5","","ecl10157","1"
"13038","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:19:26","PVU_EX_1400","itg04213","10/09/2020 13:19:26","PVU_EX_1400","","森川産業株式会社","","","","","3","","","","","","0"
"13049","04/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","13049","積水メディカル株式会社","13049","","","1","3","001","","","","","0"
"13078","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:19:23","PVU_EX_1400","itg43581","04/15/2024 13:19:23","PVU_EX_1400","04041","（株）バイタルネット東京","","","1","3","3","233","","5","","ecl10157","1"
"13079","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:18:48","PVU_EX_1400","itg46273","09/12/2025 11:18:48","PVU_EX_1400","04041","バイタルケーエスケーＨＤ","","","","","3","","","","","","1"
"13093","10/09/2020 00:00:00","12/31/9999 00:00:00","0","ecl04904","03/29/2018 18:50:00","803001","ecl04904","03/29/2018 18:50:00","803001","13093","中央物産株式会社","13093","","","","3","","","","","","0"
"13099","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:20:31","PVU_EX_1400","itg43581","04/15/2024 13:20:31","PVU_EX_1400","15022","（株）マルタケ東京","","","1","3","3","230","028","","","ecl10157","1"
"13147","12/02/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:25:50","PVU_EX_1400","itg45886","09/12/2025 10:25:50","PVU_EX_1400","13148","アルフレッサグループ","","","","","1","","","","","","1"
"13148","11/27/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:10:31","PVU_EX_1400","itg39895","10/28/2024 16:10:31","PVU_EX_1400","13148","アルフレッサ（株）","","","","","1","","","","","","1"
"13149","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:38:08","PVU_EX_1400","itg37786","02/17/2026 16:38:08","PVU_EX_1400","13148","アルフレッサ医薬営業","13149","","1","1","1","202","","","","ecl10157","1"
"13153","12/01/2013 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","23017","シ－エス薬品（株）関東営業","13153","","3","3","3","238","","","","","1"
"13157","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:22:32","PVU_EX_1400","itg04213","10/09/2020 13:22:32","PVU_EX_1400","13157","株式会社　大木","13157","","2","3","2","234","001","","","","0"
"13159","12/04/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:15:05","PVU_EX_1400","itg39895","10/28/2024 16:15:05","PVU_EX_1400","13159","（株）メディセオ","","","","","3","","","","","","1"
"13160","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:44:59","PVU_EX_1400","itg46273","09/12/2025 11:44:59","PVU_EX_1400","13159","メディセオ東京統括営業部","13160","","1","1","3","201","","1","","ecl10170","1"
"13161","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/20/2026 14:45:01","PVU_EX_1400","itg37786","02/20/2026 14:45:01","PVU_EX_1400","13159","メディセオメディカル営本部","13160","","1","1","3","","","","","ecl05886","0"
"13162","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/20/2026 14:55:02","PVU_EX_1400","itg37786","02/20/2026 14:55:02","PVU_EX_1400","13159","メディセオ首都圏Ｇ営業部","13160","","1","1","3","","","1","","ecl10170","1"
"13163","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:23:08","PVU_EX_1400","itg43581","04/15/2024 13:23:08","PVU_EX_1400","23048","スズケン東京中央営業部","13163","","1","1","1","203","","1","","ecl10157","1"
"13164","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:23:38","PVU_EX_1400","itg43581","04/15/2024 13:23:38","PVU_EX_1400","23048","スズケン東京病院営業部","13163","","1","1","1","203","","1","","ecl10157","1"
"13165","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:24:10","PVU_EX_1400","itg43581","04/15/2024 13:24:10","PVU_EX_1400","23048","スズケン東京多摩営業部","13163","","1","1","1","203","","1","","ecl10157","1"
"13180","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 14:26:22","PVU_EX_1400","itg46273","09/16/2025 14:26:22","PVU_EX_1400","13159","メディセオ南東京統括営業部","13160","","1","1","3","202","","1","","","1"
"13181","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg36186","04/09/2019 14:51:18","PVU_EX_1400","itg36186","04/09/2019 14:51:18","PVU_EX_1400","40035","（株）リードＨＣ　首都圏","13181","","","","3","","","","","","0"
"13193","10/09/2019 00:00:00","12/31/9999 00:00:00","0","ecl07060","03/29/2018 18:50:00","803001","ecl07060","03/29/2018 18:50:00","803001","13193","全老健共済会","13193","","1","1","1","","","","","ecl05687","0"
"13200","09/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl04750","03/29/2018 18:50:00","803001","ecl04750","03/29/2018 18:50:00","803001","13200","ＨＳ","13200","","","1","1","","","","","","0"
"13201","10/01/2017 00:00:00","12/31/9999 00:00:00","0","ecl07652","03/29/2018 18:50:00","803001","ecl07652","03/29/2018 18:50:00","803001","13201","医）北斗会メデックス","13201","","1","1","1","","","","","ecl09558","0"
"13214","04/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","03/31/2018 16:23:32","PVU_EX_1400","itg04213","03/31/2018 16:23:32","PVU_EX_1400","","ヘルシーフード株式会社","","","1","1","1","","","","","","0"
"13217","03/01/2019 00:00:00","12/31/9999 00:00:00","0","itg04213","02/15/2019 13:50:35","PVU_EX_1400","itg04213","02/15/2019 14:14:31","PVU_EX_1400","13217","セコムメディファーマ（株）","13217","","1","1","1","","","","","ecl09300","0"
"13777","01/01/2000 00:00:00","12/31/9999 00:00:00","0","eclbatch","03/29/2018 18:50:00","803001","eclbatch","03/29/2018 18:50:00","803001","13777","自衛隊本部","13777","","1","1","1","","","","","","0"
"13803","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:24:14","PVU_EX_1400","itg04213","10/09/2020 13:24:14","PVU_EX_1400","13803","（株）井田両国堂","13803","","","","3","","","","","","0"
"13888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","東京の代理店","","","","","3","","","","","","0"
"13889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","東京の代理店","","","","","3","","","","","","0"
"13982","02/08/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:07:37","PVU_EX_1400","itg40916","02/08/2019 10:07:37","PVU_EX_1400","","丹平中田（株）新","","","2","2","2","237","","","","","0"
"13983","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg19647","04/03/2025 13:42:09","PVU_EX_1400","itg19647","04/03/2025 13:42:09","PVU_EX_1400","13012","アルフレッサＨＣ関東支社","","","2","2","2","","","","","","0"
"13984","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:25:20","PVU_EX_1400","itg04213","10/09/2020 13:25:20","PVU_EX_1400","13012","アルフレッサＨＣ広域支社","13984","","2","2","2","","","","","","0"
"13985","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:10:54","PVU_EX_1400","itg40916","02/08/2019 10:10:54","PVU_EX_1400","","アルフレッサＨＣ広域第二","13985","","2","2","2","","","","","","0"
"13986","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 10:13:37","PVU_EX_1400","itg40916","02/08/2019 10:13:37","PVU_EX_1400","","アルフレッサＨＣ広域第三","13986","","2","2","2","","","","","","0"
"13990","01/01/2014 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","","ＤＣＢ販路統計代理店","","","","","3","","","","","","0"
"14001","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:13:25","PVU_EX_1400","itg04213","05/08/2018 15:42:19","PVU_EX_1400","","神奈川東和薬品株式会社","","","","","1","","","","","","0"
"14002","05/08/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/08/2018 15:24:46","PVU_EX_1400","itg04213","05/08/2018 15:40:22","PVU_EX_1400","","相模薬品株式会社","","","","","1","","","","","","0"
"14005","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:13:00","PVU_EX_1400","itg04283","04/16/2025 14:13:00","PVU_EX_1400","23048","（株）スズケン横浜営業部","13163","","1","1","1","216","","1","","ecl05710","1"
"14016","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","12/03/2018 15:09:33","PVU_EX_1400","itg04213","12/03/2018 15:09:33","PVU_EX_1400","","中北薬品（株）","","","1","3","3","221","028","1","","","1"
"14025","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:13:38","PVU_EX_1400","itg04283","04/16/2025 14:13:38","PVU_EX_1400","13015","東邦薬品（株）神奈川営業部","","","3","3","1","220","","1","","ecl05710","1"
"14027","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 11:22:02","PVU_EX_1400","itg37786","02/18/2026 11:22:02","PVU_EX_1400","13148","アルフレッサメディカル","","","1","1","1","218","","5","","ecl05710","1"
"14034","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:14:47","PVU_EX_1400","itg04283","04/16/2025 14:14:47","PVU_EX_1400","23048","（株）スズケン湘南営業部","13163","","1","1","1","217","","1","","ecl05710","1"
"14053","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:25:58","PVU_EX_1400","itg04213","10/09/2020 13:25:58","PVU_EX_1400","27803","（株）Ｐａｌｔａｃ横浜支社","14053","","2","","3","","","","","","0"
"14056","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:15:22","PVU_EX_1400","itg04283","04/16/2025 14:15:22","PVU_EX_1400","13159","メディセオ神奈川統括営業部","13160","","1","1","3","215","","1","","ecl05710","1"
"14059","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:26:28","PVU_EX_1400","itg04213","10/09/2020 13:26:28","PVU_EX_1400","13012","アルフレッサＨＣ神甲支社","14059","","2","2","2","","","","","","0"
"14888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","神奈川の代理店","","","","","3","","","","","","0"
"14889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","神奈川の代理店","","","","","3","","","","","","0"
"15002","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:42:35","PVU_EX_1400","itg04213","10/16/2024 11:42:35","PVU_EX_1400","04041","（株）バイタルネット新潟","","","3","3","3","332","030","1","","ecl09214","1"
"15003","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:42:53","PVU_EX_1400","itg04213","10/16/2024 11:42:53","PVU_EX_1400","15022","（株）マルタケ関越","","","3","3","3","333","","1","","ecl09214","1"
"15006","11/01/2016 00:00:00","12/31/9999 00:00:00","0","ecld1316","03/29/2018 18:50:00","803001","ecld1316","03/29/2018 18:50:00","803001","16001","（株）井上誠昌堂　新潟","","","1","3","3","335","034","","","","0"
"15012","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:43:25","PVU_EX_1400","itg04213","10/16/2024 11:43:25","PVU_EX_1400","23048","（株）スズケン新潟営業部","08010","","1","1","1","331","","1","","ecl09214","1"
"15013","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:43:42","PVU_EX_1400","itg04213","10/16/2024 11:43:42","PVU_EX_1400","13015","東邦薬品（株）新潟営業部","","","3","3","3","334","","1","","ecl09214","1"
"15020","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:44:15","PVU_EX_1400","itg04213","10/16/2024 11:44:15","PVU_EX_1400","13148","アルフレッサ（株）新潟","","","1","1","3","330","","1","","ecl09214","1"
"15022","12/01/2023 00:00:00","12/31/9999 00:00:00","0","itg45886","11/30/2023 13:14:11","PVU_EX_1400","itg45886","11/30/2023 13:14:11","PVU_EX_1400","15022","（株）マルタケ","15022","","3","3","3","","","","","","1"
"15027","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 09:31:02","PVU_EX_1400","itg40916","02/08/2019 09:31:02","PVU_EX_1400","","（株）バイタルネット新潟","","","3","","3","999","001","","","","1"
"15029","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 16:12:13","PVU_EX_1400","itg40916","02/08/2019 16:12:13","PVU_EX_1400","","（株）ＰＡＬＴＡＣ新潟支店","","","2","","3","","","","","","0"
"15888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","新潟の代理店","","","","","3","","","","","","0"
"15889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","新潟の代理店","","","","","3","","","","","","0"
"16001","11/01/2016 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","16001","（株）井上誠昌堂","","","1","3","3","027","001","","","","1"
"16002","05/16/2019 00:00:00","12/31/9999 00:00:00","0","itg40916","05/16/2019 15:23:28","PVU_EX_1400","itg40916","05/16/2019 15:23:28","PVU_EX_1400","16002","日医工株式会社","","","","","3","001","","","","","0"
"16003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:24:14","PVU_EX_1400","itg37786","02/19/2026 16:24:14","PVU_EX_1400","17001","明祥（株）富山営業部","","","","","3","","","","","","0"
"16004","10/13/2022 00:00:00","12/31/9999 00:00:00","0","itg04213","04/24/2018 13:41:27","PVU_EX_1400","itg04213","04/24/2018 13:41:27","PVU_EX_1400","16004","（株）ファイネス","16004","","3","3","3","025","004","5","","ecl07399","1"
"16005","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:03:34","PVU_EX_1400","itg39895","09/16/2025 15:03:34","PVU_EX_1400","23048","（株）スズケン富山営業部","17004","","1","1","3","026","","5","","ecl07399","1"
"16006","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/02/2026 16:47:35","PVU_EX_1400","itg36186","03/05/2026 10:10:59","PVU_EX_1400","17001","明祥　ＥＡ　富山営業部","","","","","3","","","","","","0"
"16021","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/01/2024 13:07:37","PVU_EX_1400","itg45886","04/01/2024 13:07:37","PVU_EX_1400","13015","東邦薬品（株）北陸営業部","","","","","3","900","900","1","","ecl07399","0"
"16888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","富山の代理店","","","","","3","","","","","","0"
"16889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","富山の代理店","","","","","3","","","","","","0"
"17001","10/13/2022 00:00:00","12/31/9999 00:00:00","0","itg04213","04/24/2018 13:42:03","PVU_EX_1400","itg04213","04/24/2018 13:42:03","PVU_EX_1400","17001","明祥（株）","","","3","3","3","022","005","5","","ecl07399","1"
"17002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:55:12","PVU_EX_1400","itg19647","03/12/2026 16:37:07","PVU_EX_1400","17001","明祥（株）石川営業部","","","","","3","","","","","","0"
"17004","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:04:04","PVU_EX_1400","itg39895","09/16/2025 15:04:04","PVU_EX_1400","23048","（株）スズケン金沢営業部","17004","","1","1","3","023","","5","","ecl07399","1"
"17011","10/09/2020 00:00:00","12/31/9999 00:00:00","0","itg04213","10/09/2020 13:27:49","PVU_EX_1400","itg04213","10/09/2020 13:27:49","PVU_EX_1400","27803","（株）ＰＡＬＴＡＣ北陸支社","","","2","","3","","","","","","0"
"17022","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 14:31:15","PVU_EX_1400","itg46273","09/16/2025 14:31:15","PVU_EX_1400","13159","メディセオ北陸統括営業部","26023","","1","1","3","398","014","1","","","1"
"17024","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/05/2026 10:05:14","PVU_EX_1400","itg36186","03/05/2026 10:05:14","PVU_EX_1400","17001","明祥　ＥＡ　石川営業部","","","3","3","3","022","005","5","","","0"
"17888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","石川の代理店","","","","","3","","","","","","0"
"17889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","石川の代理店","","","","","3","","","","","","0"
"18001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:13:28","PVU_EX_1400","itg37786","02/19/2026 16:13:28","PVU_EX_1400","17001","明祥（株）福井営業部","","","","","3","","","","","","0"
"18002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/02/2026 16:39:04","PVU_EX_1400","itg36186","03/05/2026 10:07:58","PVU_EX_1400","17001","明祥　ＥＡ　福井営業部","","","","","3","","","","","","0"
"18009","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:04:34","PVU_EX_1400","itg39895","09/16/2025 15:04:34","PVU_EX_1400","23048","（株）スズケン福井営業部","17004","","1","1","3","028","","5","","ecl07399","1"
"18888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","福井の代理店","","","","","3","","","","","","0"
"18889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","福井の代理店","","","","","3","","","","","","0"
"19003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:33:25","PVU_EX_1400","itg43581","04/15/2024 13:33:25","PVU_EX_1400","23048","（株）スズケン甲府営業部","08010","","1","1","3","326","","1","","ecl07045","1"
"19011","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg43581","04/15/2024 13:34:16","PVU_EX_1400","itg43581","04/15/2024 13:34:16","PVU_EX_1400","13015","東邦薬品（株）山梨営業部","","","1","","3","323","","1","","ecl07045","1"
"19888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","山梨の代理店","","","","","3","","","","","","0"
"19889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","山梨の代理店","","","","","3","","","","","","0"
"20001","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:34:29","PVU_EX_1400","itg41755","04/15/2024 13:34:29","PVU_EX_1400","20001","岡野薬品（株）","20001","","1","3","3","325","040","","","ecl07045","0"
"20004","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:33:44","PVU_EX_1400","itg41755","04/15/2024 13:33:44","PVU_EX_1400","13148","アルフレッサ（株）長野山梨","","","1","1","1","321","037","5","","ecl07045","1"
"20005","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:33:13","PVU_EX_1400","itg41755","04/15/2024 13:33:13","PVU_EX_1400","20005","鍋林（株）","20005","","3","3","3","324","","1","","ecl07045","1"
"20010","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:32:38","PVU_EX_1400","itg41755","04/15/2024 13:32:38","PVU_EX_1400","23048","（株）スズケン長野営業部","08010","","1","3","3","322","041","1","","ecl07045","1"
"20017","04/15/2020 00:00:00","12/31/9999 00:00:00","0","itg40916","02/08/2019 11:03:16","PVU_EX_1400","itg40916","02/08/2019 11:03:16","PVU_EX_1400","20017","（株）アデックス","20017","","2","2","2","999","","","","","0"
"20022","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:44:05","PVU_EX_1400","itg37786","02/19/2026 16:44:05","PVU_EX_1400","13159","メディセオ甲信越統括営業部","20022","","1","1","3","327","007","1","","ecl07045","1"
"20023","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:29:22","PVU_EX_1400","itg41755","04/15/2024 13:29:22","PVU_EX_1400","13015","東邦薬品（株）長野営業部","","","1","","3","324","","1","","ecl07045","1"
"20888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","長野の代理店","","","","","3","","","","","","0"
"20889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","","長野の代理店","","","","","3","","","","","","0"
"21002","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:33:40","PVU_EX_1400","itg39895","09/16/2025 14:33:40","PVU_EX_1400","13148","アルフレッサ（株）岐阜","13149","","1","3","3","203","010","5","","ecl09653","1"
"21004","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:05:06","PVU_EX_1400","itg39895","09/16/2025 15:05:06","PVU_EX_1400","23048","（株）スズケン岐阜営業部","23009","","1","3","3","202","012","1","","ecl09653","1"
"21888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","岐阜の代理店","","","","","3","","","","","","0"
"21889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","","岐阜の代理店","","","","","3","","","","","","0"
"21890","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:16:20","PVU_EX_1400","itg39895","09/16/2025 14:16:20","PVU_EX_1400","13015","東邦薬品（株）岐阜営業部","","","1","3","3","104","023","1","","ecl09653","1"
"22002","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:05:38","PVU_EX_1400","itg39895","09/16/2025 15:05:38","PVU_EX_1400","23048","（株）スズケン静岡営業部","23009","","3","3","3","401","014","1","","ecl06507","1"
"22024","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/17/2026 16:30:25","PVU_EX_1400","itg37786","02/17/2026 16:30:25","PVU_EX_1400","13148","アルフレッサ東海","24012","","1","3","3","205","","5","","ecl06507","1"
"22888","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","","静岡の代理店","","","","","3","","","","","","0"
