"corporation_cd","region_cd","start_date","end_date","locale_id","region_cd_name","remark","delete_flag","create_user_cd","create_date","record_user_cd","record_date"
"1000","0155","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品５５","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0156","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品５６","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0156","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品５６","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0157","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品５７","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0157","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品５７","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0158","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品５８","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0158","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品５８","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0159","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品５９","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0159","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品５９","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0160","01/01/1970 00:00:00","03/31/2018 00:00:00","ja","薬粧品６０","","0","eisai_init","11/06/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
"1000","0160","04/01/2018 00:00:00","12/31/2999 00:00:00","ja","薬粧品６０","","0","ecl07857","12/01/2017 00:00:00","ecl07857","12/01/2017 00:00:00"
