"EisaiOroshiSoshiki_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","OroshiSoshikiCode_ECONV","EisaiShishoka_ID","Data_Status"
"2151","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111C211","3005798","0"
"2152","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111C212","3005798","0"
"2153","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/19/2019 15:35:19","PVU_XP_1102","","0","0"
"2154","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111E111","3005955","0"
"2155","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111E112","3005955","0"
"2156","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2157","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111G111","3005898","0"
"2158","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111G112","3005899","0"
"2159","01/09/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg34676","01/09/2014 11:50:09","PVU-1010","111I","0","0"
"2160","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111IXXX","3005955","0"
"2161","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2162","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111KXXX","3005955","0"
"2163","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111K111","3005901","0"
"2164","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111K112","3005902","0"
"2165","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/19/2014 11:27:36","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111K113","3005955","0"
"2166","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2167","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111M111","3005908","0"
"2168","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111M112","3005909","0"
"2169","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111M113","3005955","0"
"2170","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2171","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111O111","3005903","0"
"2172","01/09/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg34676","01/09/2014 11:50:09","PVU-1010","111Q","0","0"
"2173","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111QXXX","3005955","0"
"2174","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2175","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111SXXX","3005955","0"
"2176","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111S111","3005905","0"
"2177","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111S112","3005906","0"
"2178","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/27/2017 13:55:11","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111S113","3005907","0"
"2179","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg39895","03/27/2020 14:03:22","PVU_XP_1102","","0","0"
"2180","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111T111","3005955","0"
"2181","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg19647","04/06/2016 14:55:07","PVU-1030","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111T112","3005955","0"
"2182","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg39895","10/26/2023 14:38:05","PVU_XP_1102","","0","0"
"2183","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111UXXX","3005955","0"
"2184","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111U111","3005955","0"
"2185","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111U112","3005955","0"
"2186","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2187","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111VXXX","3005955","0"
"2188","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111V111","3005882","0"
"2189","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111V112","3005883","0"
"2190","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","09/24/2019 14:51:14","PVU_XP_1102","","0","0"
"2191","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111WXXX","3005955","0"
"2192","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111W111","3005955","0"
"2193","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","10/04/2016 14:23:27","PVU-1030","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111W112","3005955","0"
"2194","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2195","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111XXXX","3005955","0"
"2196","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111X111","3005892","0"
"2197","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","111X112","3005893","0"
"2199","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2200","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121XXX","3005958","0"
"2201","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121111","3005946","0"
"2202","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121112","3005947","0"
"2203","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121113","3005948","0"
"2204","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121114","3005958","0"
"2205","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","03/17/2016 16:27:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1121115","3005958","0"
"2206","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2207","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1122XXX","3005958","0"
"2208","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/28/2016 13:42:27","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1122111","3005958","0"
"2209","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1122112","3005949","0"
"2210","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1122113","3005950","0"
"2211","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1122114","3005958","0"
"2212","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2213","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1123XXX","3005958","0"
"2214","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1123111","3005951","0"
"2215","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1123112","3005952","0"
"2216","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1123113","3005958","0"
"2217","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","03/17/2016 16:27:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1123114","3005958","0"
"2218","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg39895","04/14/2022 11:48:58","PVU_XP_1102","","0","0"
"2219","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1124XXX","3005958","0"
"2220","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1124111","3005958","0"
"2221","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2222","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1125XXX","3005958","0"
"2223","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1125111","3005953","0"
"2224","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/28/2014 15:06:30","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","1126","0","0"
"2225","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1126XXX","3005958","0"
"2226","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1126111","3005958","0"
"2227","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2228","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112D111","3005926","0"
"2229","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112D112","3005927","0"
"2230","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2231","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112F111","3005928","0"
"2232","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112F112","3005929","0"
"2233","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2234","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112G111","3005930","0"
"2235","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112G112","3005930","0"
"2236","01/09/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg34676","01/09/2014 11:50:09","PVU-1010","112H","0","0"
"2237","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112HXXX","3005957","0"
"2239","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:28:33","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112J211","3005788","0"
"2241","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2242","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112L221","3005791","0"
"2243","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112L222","3005792","0"
"2244","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112L223","3005793","0"
"2245","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2246","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112N911","3005795","0"
"2247","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2248","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112P111","3005933","0"
"2249","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112P112","3005934","0"
"2250","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2251","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","09/30/2015 14:55:39","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112R111","3005957","0"
"2252","04/02/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112R112","3005957","0"
"2253","04/02/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112R113","3005957","0"
"2254","01/09/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg34676","01/09/2014 11:50:09","PVU-1010","112T","0","0"
"2255","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","112TXXX","3005957","0"
"2256","05/07/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","02/13/2017 14:11:40","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2257","05/07/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2258","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1131211","3005782","0"
"2259","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1131212","3005782","0"
"2260","10/03/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1131213","1961","0"
"2261","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2262","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1133XXX","3005957","0"
"2263","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1133111","3005937","0"
"2264","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2265","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1134XXX","3005957","0"
"2266","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1134111","3005938","0"
"2267","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","09/24/2019 14:51:14","PVU_XP_1102","","0","0"
"2268","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1135XXX","3005957","0"
"2269","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1135111","3005931","0"
"2270","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2271","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136XXX","3005957","0"
"2272","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","02/13/2017 14:11:40","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136111","3005957","0"
"2273","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136112","3005939","0"
"2274","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136113","3005940","0"
"2275","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136114","3005957","0"
"2276","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","03/17/2016 16:27:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1136115","3005957","0"
"2277","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2278","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1137XXX","3005957","0"
"2279","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","10/03/2016 11:36:40","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1137111","3005957","0"
"2280","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1137112","3005941","0"
"2281","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1137113","3005942","0"
"2282","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2283","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1138XXX","3005957","0"
"2284","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","10/03/2016 11:36:40","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1138111","3005957","0"
"2285","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1138112","3005943","0"
"2286","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1138113","3005944","0"
"2287","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1138114","3005957","0"
"2288","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","09/24/2019 14:51:14","PVU_XP_1102","","0","0"
"2289","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1139XXX","3005957","0"
"2290","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","1139111","3005957","0"
"2291","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/23/2018 14:11:08","PVU-1010","itg36186","03/24/2026 13:32:30","PVU_XP_1102","","0","0"
"2292","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/09/2014 11:50:09","PVU-1010","itg45886","03/31/2026 11:21:52","PVU_XP_1302","113AXXX","3005957","0"
