"EisaiOroshiSoshiki_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","OroshiSoshikiCode_ECONV","EisaiShishoka_ID","Data_Status"
"6683","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5601911","4040","0"
"6684","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16195","0","0"
"6685","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","16195X","4140","0"
"6686","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1637","0","0"
"6687","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16371","0","0"
"6688","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603711","4069","0"
"6689","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603712","4069","0"
"6690","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603713","4069","0"
"6691","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16372","0","0"
"6692","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603721","4070","0"
"6693","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16375","0","0"
"6694","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","16375X","4140","0"
"6695","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/02/2015 09:43:47","PVU-1010","itg36186","07/02/2015 09:43:47","PVU-1010","16376","0","0"
"6696","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/02/2015 09:43:47","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","163761","4140","0"
"6697","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1638","0","0"
"6698","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16381","0","0"
"6699","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/24/2016 15:07:19","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603811","3998","0"
"6700","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/24/2016 15:07:19","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5603812","3998","0"
"6701","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","04/06/2015 13:55:02","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","163813","3998","0"
"6702","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16385","0","0"
"6703","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","16385X","4140","0"
"6704","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1691","0","0"
"6705","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16911","0","0"
"6706","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609111","4000","0"
"6707","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609112","4000","0"
"6708","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16912","0","0"
"6709","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609121","4001","0"
"6710","04/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","04/06/2015 13:55:02","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","169122","4001","0"
"6711","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16915","0","0"
"6712","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609151","4140","0"
"6713","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1695","0","0"
"6714","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16951","0","0"
"6715","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609511","3998","0"
"6716","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609512","3998","0"
"6717","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/22/2017 15:01:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5609513","3998","0"
"6718","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","16955","0","0"
"6719","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","16955X","4140","0"
"6720","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/02/2015 09:43:47","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","17","0","0"
"6721","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","1706","0","0"
"6722","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17061","0","0"
"6723","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","170611","3998","0"
"6724","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","1736","0","9"
"6725","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17361","0","0"
"6726","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","173611","3961","0"
"6727","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","173612","3961","0"
"6728","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17365","0","0"
"6729","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","17365X","4140","0"
"6730","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/02/2015 09:43:47","PVU-1010","itg36186","07/02/2015 09:43:47","PVU-1010","17366","0","0"
"6731","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","07/02/2015 09:43:47","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","173661","4140","0"
"6732","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","1793","0","9"
"6733","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17931","0","0"
"6734","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179311","3933","0"
"6735","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17932","0","0"
"6736","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179321","3932","0"
"6737","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179322","3932","0"
"6738","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17933","0","0"
"6739","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179331","3931","0"
"6740","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179332","3931","0"
"6741","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17935","0","0"
"6742","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","17935X","4140","0"
"6743","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","1794","0","9"
"6744","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17941","0","0"
"6745","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179411","3946","0"
"6746","07/06/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/06/2015 15:54:34","PVU-1030","itg46273","07/03/2025 10:13:00","PVU_XP_1302","179412","3946","0"
"6747","07/01/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/01/2015 15:39:16","PVU-1010","itg37109","07/01/2015 15:39:16","PVU-1010","17945","0","0"
"6748","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","17945X","4140","0"
"6749","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","18","0","0"
"6750","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1886","0","0"
"6751","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18861","0","0"
"6752","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808611","4815","0"
"6753","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808612","4815","0"
"6754","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","188613","4815","0"
"6755","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18862","0","0"
"6756","01/22/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","01/05/2018 09:51:36","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808621","3004111","0"
"6757","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18865","0","0"
"6758","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","18865X","4819","0"
"6759","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1887","0","0"
"6760","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18871","0","0"
"6761","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808711","4865","0"
"6762","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18875","0","0"
"6763","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","18875X","4819","0"
"6764","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1888","0","0"
"6765","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18881","0","0"
"6766","05/06/2021 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808811","4819","0"
"6767","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18885","0","0"
"6768","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","18885X","4819","0"
"6769","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1889","0","0"
"6770","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18891","0","0"
"6771","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808911","4848","0"
"6772","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","5808912","4848","0"
"6773","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","18895","0","0"
"6774","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","18895X","4819","0"
"6775","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","19","0","0"
"6776","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1985","0","0"
"6777","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg37109","07/02/2015 11:13:24","PVU-1010","19851","0","0"
"6778","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","198511","4760","0"
"6779","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg37109","07/02/2015 11:13:24","PVU-1010","19852","0","0"
"6780","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","198521","4819","0"
"6781","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg37109","07/02/2015 11:13:24","PVU-1010","19855","0","0"
"6782","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","198551","4819","0"
"6783","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg40435","01/16/2019 11:35:45","H181223","1992","0","0"
"6784","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg37109","07/02/2015 11:13:24","PVU-1010","19921","0","0"
"6785","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","199211","4763","0"
"6786","07/02/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","07/02/2015 11:13:24","PVU-1010","itg37109","07/02/2015 11:13:24","PVU-1010","19925","0","0"
"6787","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","19925X","4819","0"
"6788","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","2","0","0"
"6789","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","21","0","0"
"6790","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:59:22","PVU-1010","itg37109","11/04/2015 11:28:30","PVU-1010","2161","0","0"
"6791","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","21611","0","0"
"6792","02/02/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","6106112","4140","0"
"6793","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216113","4140","0"
"6794","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 11:28:30","PVU-1010","itg37109","11/04/2015 11:28:30","PVU-1010","21612","0","0"
"6795","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 11:28:30","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216121","4140","0"
"6796","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","21614","0","0"
"6797","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216141","4140","0"
"6798","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216142","4140","0"
"6799","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","21615","0","0"
"6800","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216152","4140","0"
"6801","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216153","4140","0"
"6802","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","21616","0","0"
"6803","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","216161","4140","0"
"6804","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","4","0","0"
"6805","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/05/2014 14:08:53","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","41","0","9"
"6806","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","4154","0","0"
"6807","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/05/2014 14:08:53","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","41541","0","9"
"6808","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415411","4140","0"
"6809","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415412","4140","0"
"6810","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415413","4140","0"
"6811","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/05/2014 14:08:53","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","41542","0","9"
"6812","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415421","4140","0"
"6813","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415422","4140","0"
"6814","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","415423","4140","0"
"6815","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","41545","0","0"
"6816","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","41545X","4140","0"
"6817","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","41547","0","0"
"6818","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","41547X","4140","0"
"6819","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","44","0","0"
"6820","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","4489","0","0"
"6821","01/17/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","02/05/2014 14:08:53","PVU-1030","itg40435","01/16/2019 11:35:45","H181223","44891","0","9"
"6822","01/08/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","44891X","4140","0"
"6823","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg34676","01/20/2014 15:26:59","PVU-1010","44895","0","0"
"6824","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","01/20/2014 15:26:59","PVU-1010","itg46273","07/03/2025 10:13:00","PVU_XP_1302","44895X","4140","0"
"6825","11/04/2015 00:00:00","12/31/9999 00:00:00","0","0","0","itg37109","11/04/2015 10:49:08","PVU-1010","itg37109","11/04/2015 10:49:08","PVU-1010","5","0","0"
"6826","04/16/2018 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","02/02/2018 10:27:55","PVU-1010","itg45886","07/02/2025 15:36:52","PVU_XP_1102","","0","0"
