"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Meisho_KBN","Meisho_CD","Meisho_KJ","YobiKomoku_1","YobiKomoku_2","YobiKomoku_3","YobiKomoku_4","YobiKomoku_5","Biko"
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","017","脳神経外科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","018","老年","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","019","心療内科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","020","精神神経科・神経内科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","021","放射線","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","022","麻酔科・ペインクリニック","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","023","産科・婦人科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","024","美容外科・形成外科・皮膚科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","025","泌尿器科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","026","眼科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","027","耳鼻咽喉科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","028","がん・緩和ケア","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","029","新生児","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","030","小児科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","031","小児外科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","032","歯科・口腔外科","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","033","臨床検査","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","034","遺伝","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","035","漢方・東洋医学","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","036","義肢・装具","","","","","",""
"06/13/2013 00:00:00","12/31/9999 00:00:00","False","itg02109","06/14/2013 00:00:00","BATCH","04/14/2026 00:00:00","PVS_XP_2096","PVZ_UX034","PVZ_UX034","専門外来分類補助コード","","","","","",""
