"corporation_cd","policy_div","start_date","end_date","locale_id","policy_div_name","remark","delete_flag","create_user_cd","create_date","record_user_cd","record_date"
"1030","0230","01/01/1970 00:00:00","12/31/2999 00:00:00","ja","抗癌剤",,"0","eisai_init","03/16/2018 00:00:00","eisai_init","03/16/2018 00:00:00"
"1030","0240","01/01/1970 00:00:00","12/31/2999 00:00:00","ja","その他",,"0","eisai_init","03/16/2018 00:00:00","eisai_init","03/16/2018 00:00:00"
"1140","0200","02/01/2019 00:00:00","12/31/2999 00:00:00","ja","品目グロス",,"0","ips00017","02/14/2019 00:00:00","ips00017","02/14/2019 00:00:00"
"1140","0201","01/01/1970 00:00:00","03/31/2022 00:00:00","ja","重点品",,"0","ecl97916","03/16/2018 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0201","04/01/2022 00:00:00","12/31/2999 00:00:00","ja","ＩＢＤ重点品",,"0","ecl97916","03/14/2022 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0203","01/01/1970 00:00:00","03/31/2022 00:00:00","ja","新製品",,"0","ecl97916","03/16/2018 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0203","04/01/2022 00:00:00","12/31/2999 00:00:00","ja","消化管重点品",,"0","ecl97916","03/14/2022 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0205","01/01/1970 00:00:00","03/31/2022 00:00:00","ja","重点＆新製品",,"0","eisai_init","03/16/2018 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0205","04/01/2022 00:00:00","12/31/2999 00:00:00","ja","重点品",,"0","ecl97916","03/14/2022 00:00:00","ecl97916","03/14/2022 00:00:00"
"1140","0207","01/01/1970 00:00:00","03/31/2023 00:00:00","ja","育成品",,"0","eisai_init","03/16/2018 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0207","04/01/2023 00:00:00","12/31/2999 00:00:00","ja","基盤品",,"0","ecl98821","02/17/2023 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0208","04/01/2023 00:00:00","12/31/2999 00:00:00","ja","重点基盤品計",,"0","ecl98821","02/17/2023 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0209","01/01/1970 00:00:00","03/31/2026 00:00:00","ja","一般品",,"0","eisai_init","03/16/2018 00:00:00","ecl97223","02/24/2026 00:00:00"
"1140","0211","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","統合品",,"0","ecl97223","02/24/2026 00:00:00","ecl97223","02/24/2026 00:00:00"
"1140","0213","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","一般品",,"0","ecl97223","02/24/2026 00:00:00","ecl97223","02/24/2026 00:00:00"
"1140","0215","01/01/1970 00:00:00","01/31/2019 00:00:00","ja","品目グロス",,"0","eisai_init","03/16/2018 00:00:00","ips00017","02/14/2019 00:00:00"
"1140","0215","02/01/2019 00:00:00","03/31/2023 00:00:00","ja","品目グロス",,"1","ips00017","02/14/2019 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0220","01/01/1970 00:00:00","03/31/2023 00:00:00","ja","コ・プロ",,"0","eisai_init","03/16/2018 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0230","10/01/2019 00:00:00","12/31/2999 00:00:00","ja","代理店",,"0","ips00017","09/17/2019 00:00:00","ips00017","09/17/2019 00:00:00"
"1140","0240","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","その他",,"0","ecl97916","03/14/2022 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0240","04/01/2023 00:00:00","12/31/2999 00:00:00","ja","その他　表示",,"0","ecl98821","02/17/2023 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0282","11/01/2020 00:00:00","12/31/2999 00:00:00","ja","メーカー",,"0","eisai_init","11/22/2020 00:00:00","eisai_init","11/22/2020 00:00:00"
"1140","0284","11/01/2020 00:00:00","12/31/2999 00:00:00","ja","輸出",,"0","eisai_init","11/22/2020 00:00:00","eisai_init","11/22/2020 00:00:00"
"1140","0288","11/01/2020 00:00:00","12/31/2999 00:00:00","ja","架空",,"0","eisai_init","11/22/2020 00:00:00","eisai_init","11/22/2020 00:00:00"
"1140","0290","01/01/1970 00:00:00","03/31/2023 00:00:00","ja","その他",,"0","eisai_init","03/16/2018 00:00:00","ecl98821","02/17/2023 00:00:00"
"1140","0290","04/01/2023 00:00:00","12/31/2999 00:00:00","ja","その他　非表示",,"0","ecl98821","02/17/2023 00:00:00","ecl98821","02/17/2023 00:00:00"
