"JIS_Ken_CD","JIS_Shikuchoson_CD","Corp_ID","Segment_KBN","Himozuke_KBN","Himozuke_SEQ","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Himozuke_KBN_KJ","Himozuke_CD","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Shinseisha_ID","Shinsei_DT"
"01","000","EA","0","PVS_J0001","1","10/01/2017 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
"01","000","EA","0","PVS_J0004","1","04/01/2018 00:00:00","12/31/9999 00:00:00","False","都道府県と流通推進部の紐付け","01","ITSP","04/04/2018 00:00:00","ITSP","04/04/2018 00:00:00","PVS_XP_2002","ITSP","04/04/2018 00:00:00"
"01","000","ECL","1","PVS_J0001","1","02/06/2014 00:00:00","11/06/2014 00:00:00","False","市区町村と包括組織の紐付け","082001","BATCH","02/06/2014 00:00:00","itg04213","11/07/2014 00:00:00","PVS_XP_2002","BATCH","02/06/2014 00:00:00"
"01","000","ECL","1","PVS_J0001","1","11/07/2014 00:00:00","03/31/2015 00:00:00","False","市区町村と包括組織の紐付け","082001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"01","000","ECL","1","PVS_J0001","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","市区町村と包括組織の紐付け","212001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/25/2015 00:00:00"
"01","000","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","212001","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","000","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","03/31/2020 00:00:00","False","市区町村と地域連携統括部の紐付け","212003","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"01","000","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","21201001","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"01","000","ECL","1","PVS_J0002","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","支店・エリアと都道府県の紐付け","01","batch","12/27/2012 17:26:15","BATCH","03/18/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"01","000","ECL","1","PVS_J0002","1","04/01/2013 00:00:00","06/30/2014 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","01","BATCH","03/15/2013 21:27:33","itg04213","07/01/2014 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"01","000","ECL","1","PVS_J0002","1","07/01/2014 00:00:00","03/31/2015 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","01","BATCH","03/15/2013 21:27:33","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"01","000","ECL","1","PVS_J0002","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","01","BATCH","03/15/2013 21:27:33","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"01","000","ECL","1","PVS_J0002","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","01","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","000","ECL","1","PVS_J0002","1","04/01/2017 00:00:00","12/31/9999 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","21","itg04213","04/01/2017 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"01","000","ECL","1","PVS_J0004","1","04/01/2013 00:00:00","03/31/2016 00:00:00","False","都道府県と流通８エリアの紐付け","48","BATCH","03/15/2013 21:27:33","itg04213","04/01/2016 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"01","000","ECL","1","PVS_J0004","1","04/01/2016 00:00:00","12/31/9999 00:00:00","False","都道府県と流通推進部の紐付け","48","itg04213","03/03/2016 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","000","ECL","2","PVS_J0002","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","支店・エリアと都道府県の紐付け","07","batch","12/27/2012 17:26:15","itg04213","06/11/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"01","000","ECL","2","PVS_J0002","1","04/01/2013 00:00:00","06/30/2013 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","07","batch","12/27/2012 17:26:15","itg04213","06/11/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"01","000","ECL","2","PVS_J0002","1","05/15/2015 00:00:00","03/31/2016 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","15","itg04213","05/15/2015 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","05/14/2015 00:00:00"
"01","000","ECL","2","PVS_J0002","1","04/01/2016 00:00:00","03/31/2022 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","15","itg04213","03/03/2016 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","000","ECL","2","PVS_J0002","1","10/18/2022 00:00:00","03/31/2023 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","15","itg43581","10/18/2022 00:00:00","itg43581","10/18/2022 00:00:00","PVS_XP_2002","itg43581","10/18/2022 00:00:00"
"01","000","ECL","2","PVS_J0002","1","04/01/2023 00:00:00","12/31/9999 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","15","itg43581","10/18/2022 00:00:00","itg04213","03/27/2023 00:00:00","PVS_XP_2002","itg04213","03/27/2023 00:00:00"
"01","000","ECL","2","PVS_J0002","1","07/01/2013 00:00:00","05/14/2015 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","16","itg04213","06/11/2013 00:00:00","itg04213","05/15/2015 00:00:00","PVS_XP_2002","itg04213","05/14/2015 00:00:00"
"01","000","ECL","2","PVS_J0002","1","04/01/2022 00:00:00","10/17/2022 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","16","itg43581","03/24/2022 00:00:00","itg43581","03/24/2022 00:00:00","PVS_XP_2002","itg43581","03/24/2022 00:00:00"
"01","000","EMEC","0","PVS_J0003","1","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0095","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","1","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0095","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","2","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5088","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","2","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5088","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","3","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5091","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","3","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5091","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","4","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5092","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"01","000","EMEC","0","PVS_J0003","4","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5092","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"01","100","EA","0","PVS_J0001","1","10/01/2017 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
"01","100","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","212001","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","100","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","03/31/2020 00:00:00","False","市区町村と地域連携統括部の紐付け","212003","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"01","100","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","21201001","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"01","101","EA","0","PVS_J0001","1","10/01/2017 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
"01","101","ECL","1","PVS_J0001","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","医組織と市区郡の紐付け","011002","BATCH","12/27/2012 17:26:15","BATCH","03/18/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"01","101","ECL","1","PVS_J0001","1","04/01/2013 00:00:00","02/05/2014 00:00:00","False","市区町村と包括組織の紐付け","092001","BATCH","03/15/2013 21:27:33","itg04213","02/06/2014 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"01","101","ECL","1","PVS_J0001","1","02/06/2014 00:00:00","11/06/2014 00:00:00","False","市区町村と包括組織の紐付け","092005","BATCH","02/06/2014 00:00:00","itg04213","11/07/2014 00:00:00","PVS_XP_2002","BATCH","02/06/2014 00:00:00"
"01","101","ECL","1","PVS_J0001","1","11/07/2014 00:00:00","03/31/2015 00:00:00","False","市区町村と包括組織の紐付け","092005","itg04213","11/06/2014 00:00:00","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"01","101","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","212001","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","101","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","09/30/2019 00:00:00","False","市区町村と地域連携統括部の紐付け","212003","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"01","404","ECL","1","PVS_J0001","1","02/06/2014 00:00:00","11/06/2014 00:00:00","False","市区町村と包括組織の紐付け","092010","BATCH","02/06/2014 00:00:00","itg04213","11/07/2014 00:00:00","PVS_XP_2002","BATCH","02/06/2014 00:00:00"
"01","404","ECL","1","PVS_J0001","1","11/07/2014 00:00:00","03/31/2015 00:00:00","False","市区町村と包括組織の紐付け","092011","itg04213","11/06/2014 00:00:00","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"01","404","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","212001","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"01","404","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","03/31/2020 00:00:00","False","市区町村と地域連携統括部の紐付け","212003","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"01","404","ECL","1","PVS_J0001","1","04/01/2024 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","21201101","itg04213","03/14/2024 00:00:00","itg04213","03/14/2024 00:00:00","PVS_XP_2002","itg04213","03/14/2024 00:00:00"
"01","404","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","03/31/2024 00:00:00","False","市区町村と地域連携統括部の紐付け","21201201","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"01","404","ECL","1","PVS_J0001","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","市区町村と包括組織の紐付け","222001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/25/2015 00:00:00"
"01","404","EMEC","0","PVS_J0003","1","04/11/2018 00:00:00","09/30/2019 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0121","ITSP","04/04/2018 00:00:00","unyo","10/01/2019 00:00:00","PVS_XP_2002","ITSP","04/04/2018 00:00:00"
"05","463","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","22201201","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"05","463","ECL","1","PVS_J0001","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","市区町村と包括組織の紐付け","232001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/25/2015 00:00:00"
"05","463","EMEC","0","PVS_J0003","1","04/10/2017 00:00:00","04/10/2018 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0066","itg04213","03/31/2017 00:00:00","itg04213","04/10/2017 00:00:00","PVS_XP_2002","itg04213","03/31/2017 00:00:00"
"05","463","EMEC","0","PVS_J0003","1","04/11/2018 00:00:00","09/30/2019 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0066","ITSP","04/04/2018 00:00:00","unyo","10/01/2019 00:00:00","PVS_XP_2002","ITSP","04/04/2018 00:00:00"
"05","463","EMEC","0","PVS_J0003","1","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","3051","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"05","463","EMEC","0","PVS_J0003","1","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","3051","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"05","464","EA","0","PVS_J0001","1","04/01/2022 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","itg41755","03/16/2022 00:00:00","PVS_XP_2002","itg41755","03/16/2022 00:00:00"
"05","464","EA","0","PVS_J0001","1","10/01/2017 00:00:00","03/31/2022 00:00:00","False","市区町村と地域連携統括部の紐付け","021099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
"05","464","ECL","1","PVS_J0001","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","医組織と市区郡の紐付け","071006","BATCH","12/27/2012 17:26:15","BATCH","03/18/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"05","464","ECL","1","PVS_J0001","1","04/01/2013 00:00:00","02/05/2014 00:00:00","False","市区町村と包括組織の紐付け","102001","BATCH","03/15/2013 21:27:33","itg04213","02/06/2014 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"05","464","ECL","1","PVS_J0001","1","02/06/2014 00:00:00","11/06/2014 00:00:00","False","市区町村と包括組織の紐付け","102012","BATCH","02/06/2014 00:00:00","itg04213","11/07/2014 00:00:00","PVS_XP_2002","BATCH","02/06/2014 00:00:00"
"05","464","ECL","1","PVS_J0001","1","11/07/2014 00:00:00","03/31/2015 00:00:00","False","市区町村と包括組織の紐付け","102016","itg04213","11/06/2014 00:00:00","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"05","464","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","222002","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"05","464","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","09/30/2019 00:00:00","False","市区町村と地域連携統括部の紐付け","222003","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"05","464","ECL","1","PVS_J0001","1","10/01/2019 00:00:00","03/31/2020 00:00:00","False","市区町村と地域連携統括部の紐付け","222004","ITSP","10/01/2019 00:00:00","ITSP","10/01/2019 00:00:00","PVS_XP_2002","ITSP","09/27/2019 00:00:00"
"05","464","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","22201201","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"05","464","ECL","1","PVS_J0001","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","市区町村と包括組織の紐付け","232001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/25/2015 00:00:00"
"05","464","EMEC","0","PVS_J0003","1","04/10/2017 00:00:00","04/10/2018 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0066","itg04213","03/31/2017 00:00:00","itg04213","04/10/2017 00:00:00","PVS_XP_2002","itg04213","03/31/2017 00:00:00"
"05","464","EMEC","0","PVS_J0003","1","04/11/2018 00:00:00","09/30/2019 00:00:00","False","ＥＥ担当者と市区郡の紐付け","0066","ITSP","04/04/2018 00:00:00","unyo","10/01/2019 00:00:00","PVS_XP_2002","ITSP","04/04/2018 00:00:00"
"05","464","EMEC","0","PVS_J0003","1","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","3051","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"05","464","EMEC","0","PVS_J0003","1","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","3051","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"06","000","EA","0","PVS_J0001","1","04/01/2022 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","itg41755","03/16/2022 00:00:00","PVS_XP_2002","itg41755","03/16/2022 00:00:00"
"06","000","EA","0","PVS_J0001","1","10/01/2017 00:00:00","03/31/2022 00:00:00","False","市区町村と地域連携統括部の紐付け","021099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
"06","000","EA","0","PVS_J0004","1","04/01/2022 00:00:00","12/31/9999 00:00:00","False","都道府県と流通推進部の紐付け","01","ITSP","04/04/2018 00:00:00","itg41755","03/16/2022 00:00:00","PVS_XP_2002","itg41755","03/16/2022 00:00:00"
"06","000","EA","0","PVS_J0004","1","04/01/2018 00:00:00","03/31/2022 00:00:00","False","都道府県と流通推進部の紐付け","02","ITSP","04/04/2018 00:00:00","ITSP","04/04/2018 00:00:00","PVS_XP_2002","ITSP","04/04/2018 00:00:00"
"06","000","ECL","1","PVS_J0001","1","02/06/2014 00:00:00","11/06/2014 00:00:00","False","市区町村と包括組織の紐付け","112001","BATCH","02/06/2014 00:00:00","itg04213","11/07/2014 00:00:00","PVS_XP_2002","BATCH","02/06/2014 00:00:00"
"06","000","ECL","1","PVS_J0001","1","11/07/2014 00:00:00","03/31/2015 00:00:00","False","市区町村と包括組織の紐付け","112001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"06","000","ECL","1","PVS_J0001","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","市区町村と地域連携統括部の紐付け","222005","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"06","000","ECL","1","PVS_J0001","1","04/01/2017 00:00:00","03/31/2020 00:00:00","False","市区町村と地域連携統括部の紐付け","222006","itg04213","04/01/2017 00:00:00","BATCH","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"06","000","ECL","1","PVS_J0001","1","04/01/2020 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","22201401","ITSP","03/06/2020 00:00:00","ITSP","03/06/2020 00:00:00","PVS_XP_2002","ITSP","03/06/2020 00:00:00"
"06","000","ECL","1","PVS_J0001","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","市区町村と包括組織の紐付け","242001","itg04213","11/06/2014 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/25/2015 00:00:00"
"06","000","ECL","1","PVS_J0002","1","04/01/2013 00:00:00","06/30/2014 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","01","BATCH","03/15/2013 21:27:33","itg04213","07/01/2014 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"06","000","ECL","1","PVS_J0002","1","07/01/2014 00:00:00","03/31/2015 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","01","BATCH","03/15/2013 21:27:33","itg04213","04/01/2015 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"06","000","ECL","1","PVS_J0002","1","04/01/2015 00:00:00","03/31/2016 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","02","BATCH","03/15/2013 21:27:33","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/06/2015 00:00:00"
"06","000","ECL","1","PVS_J0002","1","04/01/2016 00:00:00","03/31/2017 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","02","itg04213","03/03/2016 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"06","000","ECL","1","PVS_J0002","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","支店・エリアと都道府県の紐付け","07","batch","12/27/2012 17:26:15","BATCH","03/18/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"06","000","ECL","1","PVS_J0002","1","04/01/2017 00:00:00","12/31/9999 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","22","itg04213","04/01/2017 00:00:00","itg04213","04/01/2017 00:00:00","PVS_XP_2002","itg04213","03/23/2017 00:00:00"
"06","000","ECL","1","PVS_J0004","1","04/01/2016 00:00:00","12/31/9999 00:00:00","False","都道府県と流通推進部の紐付け","48","itg04213","03/03/2016 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"06","000","ECL","1","PVS_J0004","1","04/01/2013 00:00:00","03/31/2016 00:00:00","False","都道府県と流通８エリアの紐付け","49","BATCH","03/15/2013 21:27:33","itg04213","04/01/2016 00:00:00","PVS_XP_2002","BATCH","03/15/2013 21:27:33"
"06","000","ECL","2","PVS_J0002","1","12/01/2012 00:00:00","03/31/2013 00:00:00","False","支店・エリアと都道府県の紐付け","07","batch","12/27/2012 17:26:15","itg04213","06/11/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"06","000","ECL","2","PVS_J0002","1","04/01/2013 00:00:00","06/30/2013 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","07","batch","12/27/2012 17:26:15","itg04213","06/11/2013 00:00:00","PVS_XP_2002","IKOU","12/27/2012 17:26:15"
"06","000","ECL","2","PVS_J0002","1","05/15/2015 00:00:00","03/31/2016 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","15","itg04213","05/15/2015 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","05/14/2015 00:00:00"
"06","000","ECL","2","PVS_J0002","1","04/01/2016 00:00:00","03/31/2022 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","15","itg04213","03/03/2016 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","itg04213","03/03/2016 00:00:00"
"06","000","ECL","2","PVS_J0002","1","07/01/2013 00:00:00","05/14/2015 00:00:00","False","都道府県と薬支店・ＯＮＣエリアの紐付け","16","itg04213","06/11/2013 00:00:00","itg04213","05/15/2015 00:00:00","PVS_XP_2002","itg04213","05/14/2015 00:00:00"
"06","000","ECL","2","PVS_J0002","1","04/01/2022 00:00:00","03/31/2023 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","16","itg43581","03/24/2022 00:00:00","itg43581","03/24/2022 00:00:00","PVS_XP_2002","itg43581","03/24/2022 00:00:00"
"06","000","ECL","2","PVS_J0002","1","04/01/2023 00:00:00","12/31/9999 00:00:00","False","都道府県と薬支店・ＯＮＣ統括部の紐付け","16","itg43581","03/24/2022 00:00:00","itg04213","03/27/2023 00:00:00","PVS_XP_2002","itg04213","03/27/2023 00:00:00"
"06","000","EMEC","0","PVS_J0003","1","04/01/2013 00:00:00","10/14/2013 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5080","itg04213","04/15/2013 00:00:00","itg34781","10/15/2013 00:00:00","PVS_XP_2002","EMEC","04/15/2013 00:00:00"
"06","000","EMEC","0","PVS_J0003","1","10/15/2013 00:00:00","03/31/2016 00:00:00","False","ＥＥ担当者と市区郡の紐付け","5080","itg34781","10/15/2013 00:00:00","itg04213","04/01/2016 00:00:00","PVS_XP_2002","EMEC","10/15/2013 00:00:00"
"06","201","EA","0","PVS_J0001","1","04/01/2022 00:00:00","12/31/9999 00:00:00","False","市区町村と地域連携統括部の紐付け","011099","INTAGE","02/10/2018 00:00:00","itg41755","03/16/2022 00:00:00","PVS_XP_2002","itg41755","03/16/2022 00:00:00"
"06","201","EA","0","PVS_J0001","1","10/01/2017 00:00:00","03/31/2022 00:00:00","False","市区町村と地域連携統括部の紐付け","021099","INTAGE","02/10/2018 00:00:00","INTAGE","02/10/2018 00:00:00","PVS_XP_2002","INTAGE","02/10/2018 00:00:00"
