"cdgroup_cd","locale_id","cdgroup_name","notes","delete_flag","create_user_cd","create_date","record_user_cd","record_date"
"MDM-999-10600016","ja","代理店上２桁コード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600018","ja","請求書送付先住所は基本情報の住所と同じフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600019","ja","仕切書送付先住所は基本情報の住所と同じフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600020","ja","C=Aフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600021","ja","輸出代理店区分",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600022","ja","請求組織コード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10600023","ja","代理店国コード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700001","ja","出荷対象店フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700003","ja","取扱い薬種フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700004","ja","出荷タイプコード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700005","ja","出荷配送日フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700006","ja","ＯＰコード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700007","ja","値引き倉庫フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10700014","ja","支店・地区コード",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800001","ja","マスタ設定フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800002","ja","薬粧品取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800003","ja","医家品取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800004","ja","診断薬取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800005","ja","新食品取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800006","ja","ＯＥＭ取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800007","ja","取扱品取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800008","ja","認知症ソリューション取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800009","ja","欧米取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800010","ja","その他取扱いフラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-10800011","ja","ＧＥ取扱いフラグ",,"0","ips00026","10/22/2018 00:00:00","ips00026","10/22/2018 00:00:00"
"MDM-999-10900001","ja","事計システム連携フラグ",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-11000001","ja","代理店区分",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
"MDM-999-11000002","ja","ＥＮＷ区分",,"0","eisai_init","11/22/2020 00:00:00","eisai_init","11/22/2020 00:00:00"
"MDM-999-11100001","ja","EE見本品区分",,"0","eisai_init","11/06/2017 00:00:00","eisai_init","11/06/2017 00:00:00"
