"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Layout_KBN","Record_ID","Shisetsu_CD","Shisetsu_CD_Yobi","Shusei_KBN","TankiTaizai_CD","AddDelete_KBN","Maintenance_DT","Tenso_DT"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","102","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","103","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","104","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","110","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","111","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300054","","A","214","2","20130215","20130218"
"02/18/2013 00:00:00","04/17/2016 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","04/18/2016 00:00:00","PVS_XP_2056","135","00","7300214","","A","101","2","20130215","20130218"
"02/18/2013 00:00:00","02/20/2022 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","02/21/2022 00:00:00","PVS_XP_2056","135","00","8101891","","A","202","2","20130215","20130218"
"02/18/2013 00:00:00","03/29/2020 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","03/30/2020 00:00:00","PVS_XP_2056","135","00","4700322","","A","110","2","20130215","20130218"
"02/18/2013 00:00:00","03/29/2020 00:00:00","False","Batch","02/16/2013 06:05:45","BATCH","03/30/2020 00:00:00","PVS_XP_2056","135","00","4700322","","A","111","2","20130215","20130218"
