"TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Layout_KBN","ShisetsuKBN_CD","Shusei_KBN","Maintenance_DT","Tenso_DT","Meisho"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","22","A","20130215","20130218","精神保健福祉センター"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","23","A","20130215","20130218","予防接種センター・検疫所"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","24","A","20130215","20130218","厚労省・地方公共団体の医務局・衛生部"
"02/18/2013 00:00:00","09/24/2023 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","30","A","20130215","20130218","検診センター・健診センター・人間ドック・予防協会"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","31","A","20130215","20130218","健康管理・相談施設"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","32","A","20130215","20130218","移動・巡回診療所及び期間診療所"
"02/18/2013 00:00:00","02/11/2019 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","33","A","20130215","20130218","在宅・往診専門診療所"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","40","A","20130215","20130218","老人保健施設"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","41","A","20130215","20130218","特別養護老人ホーム"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","42","A","20130215","20130218","養護老人ホーム"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","43","A","20130215","20130218","軽費老人ホーム・ケアハウス"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","44","A","20130215","20130218","有料老人ホーム"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","45","A","20130215","20130218","新型老人保健施設"
"02/18/2013 00:00:00","12/31/9999 00:00:00","False","Batch","02/16/2013 06:11:33","BATCH","04/14/2026 00:00:00","PVS_XP_2088","011","46","A","20130215","20130218","グループホーム"
