"DairitenTK_CD","Corp_ID","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","RyutsuSoshiki_CD","RyutsuBuin_CD","SalsTokei_KBN","Hosho_FLG","DairitenTokeiShitei_FLG"
"40005","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","04140","1","1","3"
"40005","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","02797","1","1","3"
"40005","ECL","11/01/2016 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","08528","1","1","3"
"40005","ECL","10/01/2017 00:00:00","10/01/2018 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","06770","1","1","3"
"40007","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","07689","1","1","1"
"40007","ECL","04/01/2013 00:00:00","03/31/2014 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07689","1","1","1"
"40007","ECL","04/01/2014 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","1","1","1"
"40010","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04140","1","1","1"
"40010","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04140","1","1","1"
"40010","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","02797","1","1","1"
"40010","ECL","11/01/2016 00:00:00","10/01/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","09363","1","1","1"
"40014","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","07689","1","1","1"
"40014","ECL","04/01/2013 00:00:00","03/31/2014 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","07689","1","1","1"
"40014","ECL","04/01/2014 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","1","1","1"
"40014","ECL","10/01/2017 00:00:00","04/14/2019 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","09363","1","1","1"
"40016","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04140","1","1","1"
"40016","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04140","1","1","1"
"40016","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","02797","1","1","1"
"40016","ECL","11/01/2016 00:00:00","04/23/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06720","1","1","1"
"40018","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0",""
"40018","ECL","04/01/2013 00:00:00","10/09/2019 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0",""
"40022","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl03580","03/29/2018 18:50:00","803001","ecl03580","03/29/2018 18:50:00","803001","56","07689","1","1","1"
"40022","ECL","04/01/2013 00:00:00","03/31/2014 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07689","1","1","1"
"40022","ECL","04/01/2014 00:00:00","08/31/2015 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","1","1","1"
"40022","ECL","09/01/2015 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","08528","1","1","1"
"40022","ECL","10/01/2017 00:00:00","04/14/2024 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","06770","1","1","1"
"40026","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","07689","1","1","1"
"40026","ECL","04/01/2013 00:00:00","03/31/2014 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","07689","1","1","1"
"40026","ECL","04/01/2014 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","1","1","1"
"40026","ECL","10/01/2017 00:00:00","04/23/2018 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","06720","1","1","1"
"40035","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40035","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40035","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40046","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40046","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40046","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40047","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40047","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40047","ECL","06/01/2014 00:00:00","04/14/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40048","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","05296","","0","2"
"40048","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","05296","","0","2"
"40048","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","","0","2"
"40051","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl06595","03/29/2018 18:50:00","803001","ecl06595","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40051","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl06595","03/29/2018 18:50:00","803001","ecl06595","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40051","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40054","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","02789","","0",""
"40054","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","02789","","0",""
"40054","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05317","","0",""
"40061","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","56","06060","1","1","1"
"40061","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","55","06060","1","1","1"
"40061","ECL","05/01/2013 00:00:00","09/30/2013 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","08164","1","1","1"
"40061","ECL","10/01/2013 00:00:00","04/30/2015 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07368","1","1","1"
"40061","ECL","05/01/2015 00:00:00","04/23/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06720","1","1","1"
"40080","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40080","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40080","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40081","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","3","1","3"
"40081","ECL","04/01/2013 00:00:00","10/09/2019 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","3","1","3"
"40082","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","3","1","3"
"40082","ECL","04/01/2013 00:00:00","10/09/2019 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","3","1","3"
"40083","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","56","07125","","0",""
"40083","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","55","07125","","0",""
"40083","ECL","05/01/2013 00:00:00","03/31/2014 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","07689","","0",""
"40083","ECL","04/01/2014 00:00:00","10/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","05710","","0",""
"40083","ECL","11/01/2016 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","08528","","0",""
"40083","ECL","10/01/2017 00:00:00","04/14/2024 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","06770","","0",""
"40084","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","56","05296","3","1","3"
"40084","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04291","03/29/2018 18:50:00","803001","ecl04291","03/29/2018 18:50:00","803001","55","05296","3","1","3"
"40084","ECL","06/01/2014 00:00:00","12/31/9999 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","","3","1","3"
"40085","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40085","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40085","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"40090","ECL","05/01/2017 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","09363","1","0","1"
"40091","ECL","06/01/2017 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","09363","","0",""
"40098","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","","","0","3"
"40098","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","","","0","3"
"40888","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"40888","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"40889","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"40889","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"40890","ECL","09/01/2011 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"40890","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"40890","ECL","06/01/2014 00:00:00","10/08/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"41001","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","1"
"41001","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","04907","1","1","1"
"41001","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","1"
"41001","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","1"
"41002","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","1"
"41002","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04907","1","1","1"
"41002","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","1"
"41002","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","1"
"41003","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","1"
"41003","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04907","1","1","1"
"41003","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","1"
"41003","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","1"
"41007","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","3","1","3"
"41007","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04907","3","1","3"
"41007","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","3","1","3"
"41007","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","3","1","3"
"41010","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"41010","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"41010","ECL","06/01/2014 00:00:00","04/14/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"41888","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"41888","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"41889","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"41889","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"42001","ECL","01/01/2000 00:00:00","07/31/2012 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","0","3"
"42001","ECL","08/01/2012 00:00:00","03/31/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","56","06052","1","0","3"
"42001","ECL","04/01/2013 00:00:00","10/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06052","1","0","3"
"42001","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","0","3"
"42002","ECL","01/01/2000 00:00:00","07/31/2012 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","3","1","3"
"42002","ECL","08/01/2012 00:00:00","03/31/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","56","06052","3","1","3"
"42002","ECL","04/01/2013 00:00:00","10/31/2016 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06052","3","1","3"
"42002","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","3","1","3"
"42004","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","1"
"42004","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04907","1","1","1"
"42004","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","1"
"42004","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","1"
"42009","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","3"
"42009","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","04907","1","1","3"
"42009","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","3"
"42009","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","3"
"42017","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl03580","03/29/2018 18:50:00","803001","ecl03580","03/29/2018 18:50:00","803001","56","04907","3","1","3"
"42017","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl03580","03/29/2018 18:50:00","803001","ecl03580","03/29/2018 18:50:00","803001","55","04907","3","1","3"
"42017","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","3","1","3"
"42017","ECL","11/01/2016 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","3","1","3"
"42018","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","56","05296","2","0","2"
"42018","ECL","04/01/2013 00:00:00","05/31/2014 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","05296","2","0","2"
"42018","ECL","06/01/2014 00:00:00","04/14/2020 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","55","04737","2","0","2"
"42019","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","04907","1","1","1"
"42019","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","04907","1","1","1"
"42019","ECL","05/01/2013 00:00:00","10/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","06052","1","1","1"
"42019","ECL","11/01/2016 00:00:00","04/14/2020 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","07537","1","1","1"
"42888","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"42888","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"42889","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","56","","","0",""
"42889","ECL","04/01/2013 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","55","","","0",""
"43001","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","eclips01","03/29/2018 18:50:00","803001","eclips01","03/29/2018 18:50:00","803001","56","02797","1","0","3"
"43001","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","55","02797","1","0","3"
"43001","ECL","05/01/2013 00:00:00","03/31/2014 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","05100","1","0","3"
"43001","ECL","04/01/2014 00:00:00","10/31/2016 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","55","05673","1","1","3"
"43001","ECL","11/01/2016 00:00:00","04/14/2019 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","09363","1","1","3"
"43002","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","02797","3","1","3"
"43002","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","55","02797","3","1","3"
"43002","ECL","05/01/2013 00:00:00","03/31/2014 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","05100","3","1","3"
"43002","ECL","04/01/2014 00:00:00","09/30/2017 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","3","1","3"
"43002","ECL","10/01/2017 00:00:00","04/14/2020 00:00:00","0","ecl05206","03/29/2018 18:50:00","803001","ecl05206","03/29/2018 18:50:00","803001","55","07837","3","1","3"
"43003","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","02797","1","1","3"
"43003","ECL","04/01/2013 00:00:00","04/30/2013 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","02797","1","1","3"
"43003","ECL","05/01/2013 00:00:00","03/31/2014 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","55","05100","1","1","3"
"43003","ECL","04/01/2014 00:00:00","04/23/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","55","06770","1","1","3"
"43004","ECL","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","56","02797","1","1","1"
