"Meisho_KBN","Meisho_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","CodeKubun_KJ","CodeKubun_KJR","CodeKubun_KN","CodeKubun_KNR","Kaiso_KBN","Komoku_SEQ","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Shinseisha_ID","Shinsei_DT"
"PVS_Z0226","PVS_Z0226","08/24/2018 00:00:00","12/31/9999 00:00:00","False","遺伝カウンセリング加算","遺伝カウンセリング加算","ｲﾃﾞﾝｶｳﾝｾﾘﾝｸﾞｶｻﾝ","ｲﾃﾞﾝｶｳﾝｾﾘﾝｸﾞｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0226","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","遺伝カ","遺伝カ","ｲﾃﾞﾝｶ","ｲﾃﾞﾝｶ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0225","PVS_Z0225","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域支援体制加算","地域支援体制加算","ﾁｲｷｼｴﾝﾀｲｾｲｶｻﾝ","ﾁｲｷｼｴﾝﾀｲｾｲｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0225","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域支援体制","地域支援体制","ﾁｲｷｼｴﾝﾀｲｾｲ","ﾁｲｷｼｴﾝﾀｲｾｲ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0224","PVS_Z0224","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調剤基本料１（注１のただし書に該当する場合）","調剤基本料１（注１のただし書に該当する場合）","ﾁﾖｳｻﾞｲｷﾎﾝﾘﾖｳ1(ﾁﾕｳ1ﾉﾀﾀﾞｼｶﾞｷﾆｶﾞｲﾄｳｽﾙﾊﾞｱｲ)","ﾁﾖｳｻﾞｲｷﾎﾝﾘﾖｳ1(ﾁﾕｳ1ﾉﾀﾀﾞｼｶﾞｷﾆｶﾞｲﾄｳｽﾙﾊﾞｱｲ)","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0224","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調基特１","調基特１","ﾁﾖｳｷﾄｸ1","ﾁﾖｳｷﾄｸ1","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0223","PVS_Z0223","08/24/2018 00:00:00","12/31/9999 00:00:00","False","運動器リハビリテーション料","運動器リハビリテーション料","ｳﾝﾄﾞｳｷﾘﾊﾋﾞﾘﾃｰｼﾖﾝﾘﾖｳ","ｳﾝﾄﾞｳｷﾘﾊﾋﾞﾘﾃｰｼﾖﾝﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0223","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","運（Ⅲ）","運（Ⅲ）","ｳﾝ(3)","ｳﾝ(3)","02","5","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0223","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","運（Ⅱ）","運（Ⅱ）","ｳﾝ(2)","ｳﾝ(2)","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0223","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","運（Ⅰ）","運（Ⅰ）","ｳﾝ(1)","ｳﾝ(1)","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0222","PVS_Z0222","08/24/2018 00:00:00","12/31/9999 00:00:00","False","脳血管疾患等リハビリテーション料","脳血管疾患等リハビリテーション料","ﾉｳｹﾂｶﾝｼﾂｶﾝﾄｳﾘﾊﾋﾞﾘﾃ-ｼﾖﾝﾘﾖｳ","ﾉｳｹﾂｶﾝｼﾂｶﾝﾄｳﾘﾊﾋﾞﾘﾃ-ｼﾖﾝﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0222","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","脳（Ⅲ）","脳（Ⅲ）","ﾉｳ(3)","ﾉｳ(3)","02","5","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0222","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","脳（Ⅱ）","脳（Ⅱ）","ﾉｳ(2)","ﾉｳ(2)","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0222","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","脳（Ⅰ）","脳（Ⅰ）","ﾉｳ(1)","ﾉｳ(1)","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0220","PVS_Z0220","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域連携診療計画加算","地域連携診療計画加算","ﾁｲｷﾚﾝｹｲｼﾝﾘﾖｳｹｲｶｸｶｻﾝ","ﾁｲｷﾚﾝｹｲｼﾝﾘﾖｳｹｲｶｸｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0220","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地連携","地連携","ﾁﾚﾝｹｲ","ﾁﾚﾝｹｲ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0219","PVS_Z0219","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん治療連携指導料","がん治療連携指導料","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｼﾄﾞｳﾘﾖｳ","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｼﾄﾞｳﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0219","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん治療連携指","がん治療連携指","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｼ","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｼ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0218","PVS_Z0218","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん治療連携計画策定料","がん治療連携計画策定料","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｹｲｶｸｻｸﾃｲﾘﾖｳ","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｹｲｶｸｻｸﾃｲﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0218","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん治療連携計","がん治療連携計","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｹｲ","ｶﾞﾝﾁﾘﾖｳﾚﾝｹｲｹｲ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0217","PVS_Z0217","08/24/2018 00:00:00","12/31/9999 00:00:00","False","療養・就労両立支援指導料の注２に掲げる相談体制充実加算","療養・就労両立支援指導料の注２に掲げる相談体制充実加算","ﾘﾖｳﾖｳ･ｼﾕｳﾛｳﾘﾖｳﾘﾂｼｴﾝｼﾄﾞｳﾘﾖｳﾉﾁﾕｳ2ﾆｶｶｹﾞﾙｿｳﾀﾞﾝﾀｲｾｲｼﾞﾕｳｼﾞﾂｶｻﾝ","ﾘﾖｳﾖｳ･ｼﾕｳﾛｳﾘﾖｳﾘﾂｼｴﾝｼﾄﾞｳﾘﾖｳﾉﾁﾕｳ2ﾆｶｶｹﾞﾙｿｳﾀﾞﾝﾀｲｾｲｼﾞﾕｳｼﾞﾂｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0217","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","療養・就労両立","療養・就労両立","ﾘﾖｳﾖｳ･ｼﾕｳﾛｳﾘﾖｳﾘﾂ","ﾘﾖｳﾖｳ･ｼﾕｳﾛｳﾘﾖｳﾘﾂ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0216","PVS_Z0216","08/24/2018 00:00:00","12/31/9999 00:00:00","False","外来緩和ケア管理料","外来緩和ケア管理料","ｶﾞｲﾗｲｶﾝﾜｹｱｶﾝﾘﾘﾖｳ","ｶﾞｲﾗｲｶﾝﾜｹｱｶﾝﾘﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0216","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","外来緩和ケア","外来緩和ケア","ｶﾞｲﾗｲｶﾝﾜｹｱ","ｶﾞｲﾗｲｶﾝﾜｹｱ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0215","PVS_Z0215","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん性疼痛緩和指導管理料","がん性疼痛緩和指導管理料","ｶﾞﾝｾｲﾄｳﾂｳｶﾝﾜｼﾄﾞｳｶﾝﾘﾘﾖｳ","ｶﾞﾝｾｲﾄｳﾂｳｶﾝﾜｼﾄﾞｳｶﾝﾘﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0215","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん性疼痛緩和","がん性疼痛緩和","ｶﾞﾝｾｲﾄｳﾂｳｶﾝﾜ","ｶﾞﾝｾｲﾄｳﾂｳｶﾝﾜ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0214","PVS_Z0214","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域包括ケア病棟入院料及び地域包括ケア入院医療管理料","地域包括ケア病棟入院料及び地域包括ケア入院医療管理料","ﾁｲｷﾎｳｶﾂｹｱﾋﾞﾖｳﾄｳﾆﾕｳｲﾝﾘﾖｳｵﾖﾋﾞﾁｲｷﾎｳｶﾂｹｱﾆﾕｳｲﾝｲﾘﾖｳｶﾝﾘﾘﾖｳ","ﾁｲｷﾎｳｶﾂｹｱﾋﾞﾖｳﾄｳﾆﾕｳｲﾝﾘﾖｳｵﾖﾋﾞﾁｲｷﾎｳｶﾂｹｱﾆﾕｳｲﾝｲﾘﾖｳｶﾝﾘﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0214","4","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域包括ケア４","地域包括ケア４","ﾁｲｷﾎｳｶﾂｹｱ4","ﾁｲｷﾎｳｶﾂｹｱ4","02","6","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0214","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域包括ケア３","地域包括ケア３","ﾁｲｷﾎｳｶﾂｹｱ3","ﾁｲｷﾎｳｶﾂｹｱ3","02","5","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0214","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域包括ケア２","地域包括ケア２","ﾁｲｷﾎｳｶﾂｹｱ2","ﾁｲｷﾎｳｶﾂｹｱ2","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0214","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","地域包括ケア１","地域包括ケア１","ﾁｲｷﾎｳｶﾂｹｱ1","ﾁｲｷﾎｳｶﾂｹｱ1","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","PVS_Z0213","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復期リハビリテーション病棟入院料","回復期リハビリテーション病棟入院料","ｶｲﾌｸｷﾘﾊﾋﾞﾘﾃ-ｼﾖﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝﾘﾖｳ","ｶｲﾌｸｷﾘﾊﾋﾞﾘﾃ-ｼﾖﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","6","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ６","回復リハビリ６","ｶｲﾌｸﾘﾊﾋﾞﾘ6","ｶｲﾌｸﾘﾊﾋﾞﾘ6","02","8","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","5","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ５","回復リハビリ５","ｶｲﾌｸﾘﾊﾋﾞﾘ5","ｶｲﾌｸﾘﾊﾋﾞﾘ5","02","7","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","4","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ４","回復リハビリ４","ｶｲﾌｸﾘﾊﾋﾞﾘ4","ｶｲﾌｸﾘﾊﾋﾞﾘ4","02","6","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ３","回復リハビリ３","ｶｲﾌｸﾘﾊﾋﾞﾘ3","ｶｲﾌｸﾘﾊﾋﾞﾘ3","02","5","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ２","回復リハビリ２","ｶｲﾌｸﾘﾊﾋﾞﾘ2","ｶｲﾌｸﾘﾊﾋﾞﾘ2","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0213","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","回復リハビリ１","回復リハビリ１","ｶｲﾌｸﾘﾊﾋﾞﾘ1","ｶｲﾌｸﾘﾊﾋﾞﾘ1","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0212","PVS_Z0212","08/24/2018 00:00:00","12/31/9999 00:00:00","False","脳卒中ケアユニット入院医療管理料","脳卒中ケアユニット入院医療管理料","ﾉｳｿﾂﾁﾕｳｹｱﾕﾆﾂﾄﾆﾕｳｲﾝｲﾘﾖｳｶﾝﾘﾘﾖｳ","ﾉｳｿﾂﾁﾕｳｹｱﾕﾆﾂﾄﾆﾕｳｲﾝｲﾘﾖｳｶﾝﾘﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0203","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","医療安全２","医療安全２","ｲﾘﾖｳｱﾝｾﾞﾝ2","ｲﾘﾖｳｱﾝｾﾞﾝ2","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0203","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","医療安全１","医療安全１","ｲﾘﾖｳｱﾝｾﾞﾝ1","ｲﾘﾖｳｱﾝｾﾞﾝ1","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0202","PVS_Z0202","08/24/2018 00:00:00","12/31/9999 00:00:00","False","栄養サポートチーム加算","栄養サポートチーム加算","ｴｲﾖｳｻﾎﾟ-ﾄﾁ-ﾑｶｻﾝ","ｴｲﾖｳｻﾎﾟ-ﾄﾁ-ﾑｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0202","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","栄養サポート","栄養サポート","ｴｲﾖｳｻﾎﾟ-ﾄ","ｴｲﾖｳｻﾎﾟ-ﾄ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0201","PVS_Z0201","08/24/2018 00:00:00","12/31/9999 00:00:00","False","精神科リエゾンチーム加算","精神科リエゾンチーム加算","ｾｲｼﾝｶﾘｴｿﾞﾝﾁ-ﾑｶｻﾝ","ｾｲｼﾝｶﾘｴｿﾞﾝﾁ-ﾑｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0201","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","精神科リエゾン","精神科リエゾン","ｾｲｼﾝｶﾘｴｿﾞﾝ","ｾｲｼﾝｶﾘｴｿﾞﾝ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0200","PVS_Z0200","08/24/2018 00:00:00","12/31/9999 00:00:00","False","緩和ケア診療加算","緩和ケア診療加算","ｶﾝﾜｹｱｼﾝﾘﾖｳｶｻﾝ","ｶﾝﾜｹｱｼﾝﾘﾖｳｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0200","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","緩和ケア診療","緩和ケア診療","ｶﾝﾜｹｱｼﾝﾘﾖｳ","ｶﾝﾜｹｱｼﾝﾘﾖｳ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0199","PVS_Z0199","08/24/2018 00:00:00","12/31/9999 00:00:00","False","超急性期脳卒中加算","超急性期脳卒中加算","ﾁﾖｳｷﾕｳｾｲｷﾉｳｿﾂﾁﾕｳｶｻﾝ","ﾁﾖｳｷﾕｳｾｲｷﾉｳｿﾂﾁﾕｳｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0199","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","超急性期","超急性期","ﾁﾖｳｷﾕｳｾｲｷ","ﾁﾖｳｷﾕｳｾｲｷ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0198","PVS_Z0198","08/24/2018 00:00:00","12/31/9999 00:00:00","False","一般病棟入院基本料","一般病棟入院基本料","ｲﾂﾊﾟﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝｷﾎﾝﾘﾖｳ","ｲﾂﾊﾟﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝｷﾎﾝﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0198","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","一般病棟入院","一般病棟入院","ｲﾂﾊﾟﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝ","ｲﾂﾊﾟﾝﾋﾞﾖｳﾄｳﾆﾕｳｲﾝ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0197","PVS_Z0197","08/24/2018 00:00:00","10/29/2024 00:00:00","False","オンライン診療料","オンライン診療料","ｵﾝﾗｲﾝｼﾝﾘﾖｳﾘﾖｳ","ｵﾝﾗｲﾝｼﾝﾘﾖｳﾘﾖｳ","01","1","itg04213","08/06/2018 00:00:00","itg43581","10/30/2024 10:52:34","PVS_XP_2000","itg43581","10/30/2024 00:00:00"
"PVS_Z0197","1","08/24/2018 00:00:00","10/29/2024 00:00:00","False","オンライン診療料","オンライン診療料","ｵﾝﾗｲﾝｼﾝﾘﾖｳﾘﾖｳ","ｵﾝﾗｲﾝｼﾝﾘﾖｳﾘﾖｳ","02","3","itg04213","08/06/2018 00:00:00","itg43581","10/30/2024 10:52:34","PVS_XP_2000","itg43581","10/30/2024 00:00:00"
"PVS_Z0196","PVS_Z0196","08/24/2018 00:00:00","12/31/9999 00:00:00","False","時間外対応加算","時間外対応加算","ｼﾞｶﾝｶﾞｲﾀｲｵｳｶｻﾝ","ｼﾞｶﾝｶﾞｲﾀｲｵｳｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0196","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","時間外対応３","時間外対応３","ｼﾞｶﾝｶﾞｲﾀｲｵｳ3","ｼﾞｶﾝｶﾞｲﾀｲｵｳ3","02","5","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0196","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","時間外対応２","時間外対応２","ｼﾞｶﾝｶﾞｲﾀｲｵｳ2","ｼﾞｶﾝｶﾞｲﾀｲｵｳ2","02","4","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0196","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","時間外対応１","時間外対応１","ｼﾞｶﾝｶﾞｲﾀｲｵｳ1","ｼﾞｶﾝｶﾞｲﾀｲｵｳ1","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0195","PVS_Z0195","08/24/2018 00:00:00","12/31/9999 00:00:00","False","機能強化加算","機能強化加算","ｷﾉｳｷﾖｳｶｶｻﾝ","ｷﾉｳｷﾖｳｶｶｻﾝ","01","1","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0195","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","機能強化","機能強化","ｷﾉｳｷﾖｳｶ","ｷﾉｳｷﾖｳｶ","02","3","itg04213","08/06/2018 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0194","PVS_Z0194","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん患者指導管理料ハ","がん指ハ","ｶﾞﾝｶﾝｼﾞﾔｼﾄﾞｳｶﾝﾘﾘﾖｳﾊ","ｶﾞﾝｼﾊ","01","1","itg04213","07/20/2017 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0194","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん指ハ","がん指ハ","ｶﾞﾝｼﾊ","ｶﾞﾝｼﾊ","02","3","itg04213","07/20/2017 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0193","PVS_Z0193","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん患者指導管理料ロ","がん指ロ","ｶﾞﾝｶﾝｼﾞﾔｼﾄﾞｳｶﾝﾘﾘﾖｳﾛ","ｶﾞﾝｼﾛ","01","1","itg04213","07/20/2017 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0193","1","08/24/2018 00:00:00","12/31/9999 00:00:00","False","がん指ロ","がん指ロ","ｶﾞﾝｼﾛ","ｶﾞﾝｼﾛ","02","3","itg04213","07/20/2017 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0092","PVS_Z0092","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調剤基本料","調剤基本料","ﾁﾖｳｻﾞｲｷﾎﾝﾘﾖｳ","ﾁﾖｳｻﾞｲｷﾎﾝﾘﾖｳ","01","1","itg04213","06/24/2016 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0092","4","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調基３ロ","調基３ロ","ﾁﾖｳｷ3ﾛ","ﾁﾖｳｷ3ﾛ","02","6","itg04213","06/24/2016 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0092","3","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調基３イ","調基３イ","ﾁﾖｳｷ3ｲ","ﾁﾖｳｷ3ｲ","02","5","itg04213","06/24/2016 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
"PVS_Z0092","2","08/24/2018 00:00:00","12/31/9999 00:00:00","False","調基２","調基２","ﾁﾖｳｷ2","ﾁﾖｳｷ2","02","4","itg04213","06/24/2016 00:00:00","itg04213","08/06/2018 00:00:00","PVS_XP_2000","itg04213","08/06/2018 00:00:00"
