"Jujisha_CD","Item_KBN","Zokusei_KJ","Del_FLG","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Shinseisha_ID","Shinsei_DT","HubSakuseisha_ID","HubSakusei_DT","HubKoshinsha_ID","HubKoshin_DT","HubKoshinProgram_ID"
"00000344","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00000382","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00000858","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00000860","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00000860","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00001147","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001211","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001239","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00001260","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001296","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001416","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001708","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001710","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001758","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00001758","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00002384","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00002436","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00002436","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00002523","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00002580","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00002700","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00002702","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00002848","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00003151","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00003151","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00003344","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00003435","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00003437","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00003847","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00003858","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00004140","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00004567","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00004775","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00004807","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00004887","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00004967","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00004972","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00004988","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00005237","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00005299","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00005404","043","1","False","07534","04/13/2023 00:00:00","07534","04/13/2023 00:00:00","PVZ_EX_0001_S01",,,"BATCH","04/13/2023 23:33:38","BATCH","04/13/2023 23:33:38","PVZ_XP_8002"
"00005452","043","1","False","07534","04/13/2023 00:00:00","07534","04/13/2023 00:00:00","PVZ_EX_0001_S01",,,"BATCH","04/13/2023 23:33:38","BATCH","04/13/2023 23:33:38","PVZ_XP_8002"
"00005488","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00005521","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00005739","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006202","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00006400","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006665","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006717","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006750","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006802","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00006853","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00009282","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00009282","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00009535","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00009807","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00009878","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00009878","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00009904","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00009904","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00009908","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00010114","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00010397","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00010487","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00010963","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00010963","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00010965","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00011123","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00011123","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00011207","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00011207","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00011642","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00011662","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00011722","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00011777","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012244","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00012280","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012280","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00012298","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012312","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012610","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012632","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012727","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012741","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00012753","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00012839","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013022","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013025","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013332","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013646","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013768","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013916","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013921","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00013924","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014098","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014146","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014154","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014174","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014638","043","1","False","07534","04/13/2023 00:00:00","07534","04/13/2023 00:00:00","PVZ_EX_0001_S01",,,"BATCH","04/13/2023 23:33:38","BATCH","04/13/2023 23:33:38","PVZ_XP_8002"
"00014660","043","1","False","07534","04/13/2023 00:00:00","07534","04/13/2023 00:00:00","PVZ_EX_0001_S01",,,"BATCH","04/13/2023 23:33:38","BATCH","04/13/2023 23:33:38","PVZ_XP_8002"
"00014714","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00014965","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015143","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015147","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015192","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015197","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015631","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00015739","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015748","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00015804","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015970","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00015970","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00016177","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016417","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016420","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00016512","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016512","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00016515","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016520","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016595","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016601","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00016619","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00017106","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00017111","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00017373","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00017512","041","1","False","11333","02/21/2024 00:00:00","11333","02/21/2024 00:00:00","PVZ_EX_0001_S02",,,"BATCH","02/21/2024 22:35:06","BATCH","02/21/2024 22:35:06","PVZ_XP_8002"
"00017995","042","1","False","11333","12/11/2023 00:00:00","11333","12/11/2023 00:00:00","PVZ_EX_0001_S02",,,"BATCH","12/11/2023 22:36:35","BATCH","12/11/2023 22:36:35","PVZ_XP_8002"
"00018434","043","1","False","07534","04/13/2023 00:00:00","07534","04/13/2023 00:00:00","PVZ_EX_0001_S01",,,"BATCH","04/13/2023 23:33:38","BATCH","04/13/2023 23:33:38","PVZ_XP_8002"
