"Joi_DairitenTK_CD","DairitenTK_Kaiso_KBN","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTokeiName_KJKC","DairitenTokeiName_KJ","DairitenTokeiName_KJR","DairitenTokeiName_KJK","DairitenTokeiName_KN","DairitenTokeiName_KNR"
"01048","PVU_K0004","01/01/2000 00:00:00","01/13/2021 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）井田両国堂札幌店","（株）井田両国堂札幌店","（株）井田札幌","井田札幌","KKｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ","ｻﾂﾎﾟﾛ"
"01048","PVU_K0004","01/14/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/14/2021 15:43:16","PVU_EX_1400","itg36186","01/14/2021 15:53:48","PVU_EX_1400","（株）井田両国堂　札幌店","（株）井田両国堂　札幌店","井田両国堂　札幌店","井田　札幌","ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ ｻﾂﾎﾟﾛ","ｲﾀﾞ ｻﾂﾎﾟﾛ"
"01049","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","株）リードヘルスケア北日本営業部","株）リードヘルスケア北日本","リードＨＣ北日本","ＲＨＣ北日","KK ﾘ-ﾄﾞﾍﾙｽｹｱｷﾀﾆﾎﾝ","ﾘ-ﾄﾞｷﾀﾆﾎﾝ"
"01049","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","株）リードヘルスケア北日本営業部","株）リードヘルスケア北日本","リードＨＣ北日本","ＲＨＣ北日","KK ﾘ-ﾄﾞﾍﾙｽｹｱｷﾀﾆﾎﾝ","ﾘ-ﾄﾞｷﾀﾆﾎﾝ"
"01050","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）Ｐａｌｔａｃ北海道Ｒ","（株）Ｐａｌｔａｃ北海道Ｒ","Ｐａｌｔａｃ北海道Ｒ","ＰＴ北海道","ﾊﾟﾙﾀﾂｸKSﾎﾂｶｲﾄﾞﾄﾞｳ","PTﾎﾂｶｲﾄﾄﾞｳ"
"01050","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）ＰＡＬＴＡＣ北海道Ｒ","（株）ＰＡＬＴＡＣ北海道Ｒ","ＰＡＬＴＡＣ北海道Ｒ","ＰＴ北海道","ﾊﾟﾙﾀﾂｸKSﾎﾂｶｲﾄﾞﾄﾞｳ","PTﾎﾂｶｲﾄﾄﾞｳ"
"01051","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","北海道・東北支社","北海道・東北支社","北海道東北","北東","ﾎﾂｶｲﾄﾞｳ･ﾄｳﾎｸｼｼﾔ","ﾎﾂｶｲﾄﾞｳﾄｳﾎ"
"01053","PVU_K0004","01/01/2000 00:00:00","06/30/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","itg04213","06/22/2018 00:00:00","Tenyuryoku","（株）恒和薬品北海道","（株）恒和薬品北海道","恒和薬品北海道","恒和北海道","ｺｳﾜ ﾔｸﾋﾝ ﾎﾂｶｲﾄﾞｳ","ｺｳﾜﾎﾂｶｲﾄﾞｳ"
"01889","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","北海道の代理店","北海道の代理店","北海道の代理店","北・代理店","ﾎﾂｶｲﾄﾞｳﾉ ﾀﾞｲﾘﾃﾝ","ﾎﾂｶｲﾄﾞｳ"
"02001","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム青森支店","（株）アスカム青森支店","アスカム青森支店","ＡＣ青森","KKｱｽｶﾑ ｱｵﾓﾘｼﾃﾝ","ACｱｵﾓﾘ"
"02003","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）ショウエ－","（株）ショウエ－","ショウエ－","ショウエ－","KK ｼﾖｳｴ-","ｼﾖｳｴ-"
"02003","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）ショウエ－","（株）ショウエ－","ショウエ－","ショウエ－","KK ｼﾖｳｴ-","ｼﾖｳｴ-"
"03002","PVU_K0003","01/01/2000 00:00:00","12/02/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","ITSP","12/03/2018 00:00:00","H181223","（株）小田島","（株）小田島","小田島","小田島","KK ｵﾀﾞｼﾞﾏ","ｵﾀﾞｼﾞﾏ"
"03002","PVU_K0004","01/01/2000 00:00:00","12/02/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","ITSP","12/03/2018 00:00:00","H181223","（株）小田島","（株）小田島","小田島","小田島","KK ｵﾀﾞｼﾞﾏ","ｵﾀﾞｼﾞﾏ"
"03002","PVU_K0005","01/01/2000 00:00:00","12/02/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","ITSP","12/03/2018 00:00:00","H181223","（株）小田島","（株）小田島","小田島","小田島","KK ｵﾀﾞｼﾞﾏ","ｵﾀﾞｼﾞﾏ"
"03005","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）スズケン岩手","（株）スズケン岩手","スズケン岩手","ＳＺ岩手","KKｽｽﾞｹﾝ ｲﾜﾃ","SZｲﾜﾃ"
"03005","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）スズケン岩手","（株）スズケン岩手","スズケン岩手","ＳＺ岩手","KKｽｽﾞｹﾝ ｲﾜﾃ","SZｲﾜﾃ"
"03010","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）佐藤薬局","（株）佐藤薬局","佐藤薬局","佐藤","ｻﾄｳ ﾔﾂｷﾖｸ","ｻﾄｳ"
"03010","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）佐藤薬局","（株）佐藤薬局","佐藤薬局","佐藤","ｻﾄｳ ﾔﾂｷﾖｸ","ｻﾄｳ"
"03025","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム岩手支店","（株）アスカム岩手支店","アスカム岩手支店","ＡＣ岩手","KKｱｽｶﾑ ｲﾜﾃｼﾃﾝ","ACｲﾜﾃ"
"03027","PVU_K0005","10/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","09/14/2018 09:36:50","PVU_EX_1400","itg04213","09/14/2018 09:36:50","PVU_EX_1400","東北アルフレッサ（株）岩手","東北アルフレッサ（株）岩手","東北アルフレッサ岩手","東北Ａ岩手","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ｲﾜﾃ","ﾄｳﾎｸAｲﾜﾃ"
"03031","PVU_K0001","04/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","03/31/2018 16:33:18","PVU_EX_1400","itg04213","03/31/2018 16:33:18","PVU_EX_1400","株式会社小田島アクティ","株式会社小田島アクティ","小田島アクティ","小田島アク","ｵﾀﾞｼﾞﾏｱｸﾃｲ","ｵﾀﾞｼﾞﾏｱｸﾃｲ"
"04001","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）バイタルネット宮城","（株）バイタルネット宮城","バイタルネット宮城","ＶＮ宮城","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾐﾔｷﾞ","VNﾐﾔｷﾞ"
"04001","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）バイタルネット宮城","（株）バイタルネット宮城","バイタルネット宮城","ＶＮ宮城","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾐﾔｷﾞ","VNﾐﾔｷﾞ"
"04002","PVU_K0004","01/01/2000 00:00:00","12/02/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","ITSP","12/03/2018 00:00:00","H181223","（株）小田島宮城","（株）小田島宮城","小田島宮城","小田島宮城","KK ｵﾀﾞｼﾞﾏ ﾐﾔｷﾞｴｲｷﾞﾖ","ｵﾀﾞｼﾏｾﾝﾀﾞｲ"
"04003","PVU_K0001","05/21/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/21/2018 14:22:21","PVU_EX_1400","itg04213","05/21/2018 14:22:21","PVU_EX_1400","バイタルＪＤ","バイタルＪＤ","バイタルＪＤ","バイタルＪ","ﾊﾞｲﾀﾙJD","ﾊﾞｲﾀﾙJD"
"04004","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム宮城支店","（株）アスカム宮城支店","アスカム宮城支店","ＡＣ宮城","KK ｱｽｶﾑ ﾐﾔｷﾞｼﾃﾝ","ACﾐﾔｷﾞ"
"04005","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","イワキ（株）仙台支店","イワキ（株）仙台支店","イワキ　　　仙台支店","イワキ仙台","ｲﾜｷ KK ｾﾝﾀﾞｲｼﾃﾝ","ｲﾜｷ ｾﾝﾀﾞｲ"
"04005","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","イワキ（株）仙台支店","イワキ（株）仙台支店","イワキ　　　仙台支店","イワキ仙台","ｲﾜｷ KK ｾﾝﾀﾞｲｼﾃﾝ","ｲﾜｷ ｾﾝﾀﾞｲ"
"04005","PVU_K0005","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","イワキ（株）仙台支店","イワキ（株）仙台支店","イワキ　　　仙台支店","イワキ仙台","ｲﾜｷ KK ｾﾝﾀﾞｲｼﾃﾝ","ｲﾜｷ ｾﾝﾀﾞｲ"
"04006","PVU_K0004","01/15/2021 00:00:00","12/31/9999 00:00:00","0","itg36186","01/15/2021 13:55:17","PVU_EX_1400","itg36186","01/15/2021 13:55:17","PVU_EX_1400","（株）井田両国堂　仙台店","（株）井田両国堂　仙台店","井田両国堂　仙台店","井田　仙台","ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ ｾﾝﾀﾞｲ","ｲﾀﾞ ｾﾝﾀﾞｲ"
"04019","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","純正化学メディカル事業所","純正化学メディカル事業所","純正化学メディカル","純正化学","ｼﾞﾕﾝｾｲｶｶﾞｸﾒﾃﾞｲｶﾙ","ｼﾞﾕﾝｾｲｶｶﾞｸ"
"04020","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","小泉薬品（株）","小泉薬品（株）","小泉薬品","小泉","ｺｲｽﾞﾐ ﾔｸﾋﾝ","ｺｲｽﾞﾐ"
"04030","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）ＰＡＬＴＡＣ東北支社","（株）ＰＡＬＴＡＣ東北支社","ＰＡＬＴＡＣ東北支社","ＰＴ東北","ﾊﾟﾙﾀﾂｸKSﾄｳﾎｸ","PTﾄｳﾎｸ"
"04040","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム","（株）アスカム","アスカム","アスカム","KKｱｽｶﾑ","ｱｽｶﾑ"
"04041","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）バイタルネット","（株）バイタルネット","バイタルネット","バイタルＮ","ﾊﾞｲﾀﾙﾈﾂﾄKK","ﾊﾞｲﾀﾙﾈﾂﾄKK"
"04044","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）リードヘルスケア東北","（株）リードヘルスケア東北","リードＨＣ東北","ＲＨＣ東北","ﾘ-ﾄﾞﾍﾙｽｹｱﾄｳﾎｸ","ﾘ-ﾄﾞﾍﾙｽｹｱ"
"04044","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）リードヘルスケア東北","（株）リードヘルスケア東北","リードＨＣ東北","ＲＨＣ東北","ﾘ-ﾄﾞﾍﾙｽｹｱﾄｳﾎｸ","ﾘ-ﾄﾞﾍﾙｽｹｱ"
"04045","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）Ｐａｌｔａｃ東北","（株）Ｐａｌｔａｃ東北","Ｐａｌｔａｃ東北","ＰＴ東北","ﾊﾟﾙﾀﾂｸﾄｳﾎｸｼｼﾔ","ﾊﾟﾙﾄｳﾎｸｼｼﾔ"
"04048","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）メディセオ南東北統括営業部","メディセオ南東北統括営業部","メディセオ南東北統括","ＭＣ南東北","ﾒﾃﾞｲｾｵ ﾐﾅﾐﾄｳﾎｸﾄｳｶﾂ","MCﾐﾅﾐﾄｳｶﾂ"
"04050","PVU_K0001","01/01/2000 00:00:00","05/24/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）リードヘルスケア関東営業部","（株）リードヘルスケア関東","リードＨＣ関東営業部","ＲＨＣ関東","ﾘ-ﾄﾞﾍﾙｽｹｱｶﾝﾄｳｴｲｷﾞﾖｳﾌ","ﾘ-ﾄﾞｶﾝﾄｳ"
"04050","PVU_K0001","05/25/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","05/25/2018 11:18:26","PVU_EX_1400","itg04213","05/25/2018 11:18:26","PVU_EX_1400","（株）リードヘルスケア東日本営業部","株）リードヘルスケア東日本","リードＨＣ東日本営業","ＲＨＣ東日","KK ﾘ-ﾄﾞﾍﾙｽｹｱﾋｶﾞｼﾆﾎﾝ","ﾘ-ﾄﾞﾋｶﾞｼﾆﾎ"
"04051","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","東邦薬品（株）宮城営業部","東邦薬品（株）宮城営業部","東邦薬品宮城営業部","東邦宮城","ﾄｳﾎｳ ﾐﾔｷﾞ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾐﾔｷﾞ"
"04504","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","Ｓ・東北ブロック","Ｓ・東北ブロック","東北ブ","東北","ｽｽﾞｹﾝﾄｳﾎｸﾌﾞﾛﾂｸ","ﾄｳﾎｸﾌﾞ"
"06002","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム山形支店","（株）アスカム山形支店","アスカム山形支店","ＡＣ山形","KKｱｽｶﾑ ﾔﾏｶﾞﾀｼﾃﾝ","ACﾔﾏｶﾞﾀ"
"07001","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）アスカム福島支店","（株）アスカム福島支店","アスカム福島支店","ＡＣ福島","KK ｱｽｶﾑ ﾌｸｼﾏｼﾃﾝ","ACﾌｸｼﾏ"
"07004","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）恒和薬品","（株）恒和薬品","恒和薬品","恒和薬品","KK ｺｳﾜ ﾔｸﾋﾝ ﾌｸｼﾏ","ｺｳﾜﾔｸﾋﾝ"
"07004","PVU_K0003","01/01/2000 00:00:00","09/30/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）恒和薬品","（株）恒和薬品","恒和薬品","恒和薬品","KK ｺｳﾜ ﾔｸﾋﾝ ﾌｸｼﾏ","ｺｳﾜﾔｸﾋﾝ"
"07004","PVU_K0003","10/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","09/13/2018 16:13:48","PVU_EX_1400","itg04213","09/13/2018 16:13:48","PVU_EX_1400","東北アルフレッサ（株）","東北アルフレッサ（株）","東北アルフレッサ","東北ＡＦ","ﾄｳﾎｸｱﾙﾌﾚﾂｻ(ｶﾌﾞ)","ﾄｳﾎｸｱﾙﾌﾚﾂｻ"
"07004","PVU_K0004","01/01/2000 00:00:00","09/30/2018 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）恒和薬品","（株）恒和薬品","恒和薬品","恒和薬品","KK ｺｳﾜ ﾔｸﾋﾝ ﾌｸｼﾏ","ｺｳﾜﾔｸﾋﾝ"
"07004","PVU_K0004","10/01/2018 00:00:00","12/31/9999 00:00:00","0","itg04213","09/13/2018 16:15:33","PVU_EX_1400","itg04213","09/13/2018 16:15:33","PVU_EX_1400","東北アルフレッサ（株）","東北アルフレッサ（株）","東北アルフレッサ","東北ＡＦ","ﾄｳﾎｸｱﾙﾌﾚﾂｻ(ｶﾌﾞ)","ﾄｳﾎｸｱﾙﾌﾚﾂｻ"
"07027","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","シーエス薬品（株）東北営業","シーエス薬品（株）東北営業","シーエス東北営業部","ＣＳ東北","ｼ-ｴｽﾔｸﾋﾝ ﾄｳﾎｸｴｲｷﾞﾖｳ","ｼ-ｴｽ ﾄｳﾎｸ"
"07031","PVU_K0003","10/01/2017 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）杏栄薬品","（株）杏栄薬品","（株）杏栄薬品","（株）杏栄","ｷﾖｳｴｲﾔｸﾋﾝ","ｷﾖｳｴｲ"
"08007","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","岩渕薬品（株）水戸店","岩渕薬品（株）水戸店","岩渕薬品　　　水戸","岩渕水戸","ｲﾜﾌﾞﾁ ﾔｸﾋﾝ KK ﾐﾄﾃﾝ","ｲﾜﾌﾞﾁ ﾐﾄ"
"08010","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","Ｓ・北関甲信ブロック","Ｓ・北関甲信ブロック","北関甲信ブ","北関","ｽｽﾞｹﾝｷﾀｶﾝｺｳｼﾝﾌﾞﾛﾂｸ","ｷﾀｶﾝｺｳｼﾝﾌﾞ"
"08021","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","北関東支社","北関東支社","北関東支社","北関","ｷﾀｶﾝﾄｳｼｼﾔ","ｷﾀｶﾝﾄｳｼｼﾔ"
"08095","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","東邦薬品（株）茨城営業部","東邦薬品（株）茨城営業部","東邦薬品茨城営業部","東邦茨城","ﾄｳﾎｳﾔｸﾋﾝｲﾊﾞﾗｷﾞｴｲｷﾞﾖｳ","ﾄｳﾎｳｲﾊﾞﾗｷﾞ"
"09003","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","ナカノ薬品（株）","ナカノ薬品（株）","ナカノ薬品","ナカノ薬品","ﾅｶﾉ ﾔｸﾋﾝ KK","ﾅｶﾉ"
"09003","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","ナカノ薬品（株）","ナカノ薬品（株）","ナカノ薬品","ナカノ薬品","ﾅｶﾉ ﾔｸﾋﾝ KK","ﾅｶﾉ"
"09003","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","ナカノ薬品（株）","ナカノ薬品（株）","ナカノ薬品","ナカノ薬品","ﾅｶﾉ ﾔｸﾋﾝ KK","ﾅｶﾉ"
"10002","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","東邦薬品（株）群馬営業部","東邦薬品（株）群馬営業部","東邦薬品群馬営業部","東邦群馬","ﾄｳﾎｳﾔｸﾋﾝｸﾞﾝﾏｴｲｷﾞﾖｳ","ﾄｳﾎｳｸﾞﾝﾏ"
"10002","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","東邦薬品（株）群馬営業部","東邦薬品（株）群馬営業部","東邦薬品群馬営業部","東邦群馬","ﾄｳﾎｳﾔｸﾋﾝｸﾞﾝﾏｴｲｷﾞﾖｳ","ﾄｳﾎｳｸﾞﾝﾏ"
"10008","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）Ｐａｌｔａｃ春日部","（株）Ｐａｌｔａｃ春日部","Ｐａｌｔａｃ春日部","ＰＴ春日部","KK ﾊﾟﾙﾀﾂｸｶｽｶﾍﾞ","ﾊﾟﾙｶｽｶﾍﾞ"
"10018","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","アルフレッサ（株）群馬","アルフレッサ（株）群馬","アルフレッサ群馬","ＡＦ群馬","ｱﾙﾌﾚﾂｻｸﾞﾝﾏ","AF ｸﾞﾝﾏ"
"10023","PVU_K0004","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）ＰＡＬＴＡＣ東京支社　第二営業部","（株）ＰＡＬＴＡＣ東京第二","ＰＡＬＴＡＣ東京第二","ＰＴ東京二","KK ﾊﾟﾙﾀﾂｸﾄｳｷﾖｳﾀﾞｲﾆ","ﾊﾟﾙﾄｳｷﾖｳﾆ"
"10024","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）須江薬品","（株）須江薬品","須江薬品","須江薬品","ｽｴﾔｸﾋﾝ","ｽｴﾔｸﾋﾝ"
"11024","PVU_K0001","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）カクサン","（株）カクサン","カクサン","カクサン","KKｶｸｻﾝ","ｶｸｻﾝ"
"11024","PVU_K0003","01/01/2000 00:00:00","12/31/9999 00:00:00","0","IKOU-KUN","03/29/2018 20:43:37","IKOU-STP","IKOU-SAN","03/29/2018 20:43:37","IKOU-CYAN","（株）カクサン","（株）カクサン","カクサン","カクサン","KKｶｸｻﾝ","ｶｸｻﾝ"
