"JIS_Ken_CD","JIS_Shikuchoson_CD","Todofuken_KJ","Shikugun_KJ","Todofuken_KN","Shikugun_KN","Sakuseisha_ID","Sakusei_DT","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","Shinseisha_ID","Shinsei_DT"
"27","225","大阪府","高石市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","224","大阪府","摂津市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2015 14:45:53","PVS_XP_2001","BATCH","06/17/2015 14:45:53"
"27","223","大阪府","門真市","","","BATCH","12/27/2012 15:29:24","BATCH","12/17/2014 14:45:37","PVS_XP_2001","BATCH","12/17/2014 14:45:37"
"27","222","大阪府","羽曳野市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","221","大阪府","柏原市","","","BATCH","12/27/2012 15:29:24","BATCH","04/17/2015 14:45:52","PVS_XP_2001","BATCH","04/17/2015 14:45:52"
"27","220","大阪府","箕面市","","","BATCH","12/27/2012 15:29:24","BATCH","07/17/2014 14:45:54","PVS_XP_2001","BATCH","07/17/2014 14:45:54"
"27","219","大阪府","和泉市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","218","大阪府","大東市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","217","大阪府","松原市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","216","大阪府","河内長野市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","215","大阪府","寝屋川市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","214","大阪府","富田林市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","212","大阪府","八尾市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","211","大阪府","茨木市","","","BATCH","12/27/2012 15:29:24","BATCH","03/17/2016 14:45:55","PVS_XP_2001","BATCH","03/17/2016 14:45:55"
"27","210","大阪府","枚方市","","","BATCH","12/27/2012 15:29:24","BATCH","03/17/2016 14:45:55","PVS_XP_2001","BATCH","03/17/2016 14:45:55"
"27","209","大阪府","守口市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","208","大阪府","貝塚市","","","BATCH","12/27/2012 15:29:24","BATCH","12/18/2017 13:23:00","PVS_XP_2001","BATCH","12/18/2017 13:23:00"
"27","207","大阪府","高槻市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","206","大阪府","泉大津市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","205","大阪府","吹田市","","","BATCH","12/27/2012 15:29:24","BATCH","08/17/2015 14:45:37","PVS_XP_2001","BATCH","08/17/2015 14:45:37"
"27","204","大阪府","池田市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","203","大阪府","豊中市","","","BATCH","12/27/2012 15:29:24","BATCH","05/18/2015 11:24:35","PVS_XP_2001","BATCH","05/18/2015 11:24:35"
"27","202","大阪府","岸和田市","","","BATCH","12/27/2012 15:29:24","BATCH","01/17/2018 14:45:40","PVS_XP_2001","BATCH","01/17/2018 14:45:40"
"27","147","大阪府","堺市美原区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","146","大阪府","堺市北区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","145","大阪府","堺市南区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","144","大阪府","堺市西区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","143","大阪府","堺市東区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","142","大阪府","堺市中区","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2014 14:45:45","PVS_XP_2001","BATCH","11/17/2014 14:45:45"
"27","141","大阪府","堺市堺区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","140","大阪府","堺市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"27","128","大阪府","大阪市中央区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","600","兵庫県","養父郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","586","兵庫県","美方郡新温泉町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","585","兵庫県","美方郡香美町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","580","兵庫県","美方郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","560","兵庫県","出石郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","540","兵庫県","城崎郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","520","兵庫県","宍粟郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","501","兵庫県","佐用郡佐用町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","500","兵庫県","佐用郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","481","兵庫県","赤穂郡上郡町","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2017 14:45:36","PVS_XP_2001","BATCH","11/17/2017 14:45:36"
"28","480","兵庫県","赤穂郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","464","兵庫県","揖保郡太子町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","460","兵庫県","揖保郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","446","兵庫県","神崎郡神河町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","443","兵庫県","神崎郡福崎町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","442","兵庫県","神崎郡市川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","440","兵庫県","神崎郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","420","兵庫県","飾磨郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","400","兵庫県","印南郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","382","兵庫県","加古郡播磨町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","342","奈良県","生駒郡平群町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","340","奈良県","生駒郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","322","奈良県","山辺郡山添村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","320","奈良県","山辺郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","300","奈良県","添上郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","212","奈良県","宇陀市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","211","奈良県","葛城市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","210","奈良県","香芝市","","","BATCH","12/27/2012 15:29:24","BATCH","08/17/2015 14:45:37","PVS_XP_2001","BATCH","08/17/2015 14:45:37"
"29","209","奈良県","生駒市","","","BATCH","12/27/2012 15:29:24","BATCH","01/17/2018 14:45:40","PVS_XP_2001","BATCH","01/17/2018 14:45:40"
"29","207","奈良県","五條市","","","BATCH","12/27/2012 15:29:24","BATCH","03/17/2014 14:45:56","PVS_XP_2001","BATCH","03/17/2014 14:45:56"
"29","206","奈良県","桜井市","","","BATCH","12/27/2012 15:29:24","BATCH","02/17/2017 14:45:50","PVS_XP_2001","BATCH","02/17/2017 14:45:50"
"29","205","奈良県","橿原市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","204","奈良県","天理市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"29","203","奈良県","大和郡山市","","","BATCH","12/27/2012 15:29:24","BATCH","02/17/2017 14:45:50","PVS_XP_2001","BATCH","02/17/2017 14:45:50"
"29","202","奈良県","大和高田市","","","BATCH","12/27/2012 15:29:24","BATCH","02/17/2017 14:45:50","PVS_XP_2001","BATCH","02/17/2017 14:45:50"
"29","201","奈良県","奈良市","","","BATCH","12/27/2012 15:29:24","BATCH","08/17/2017 14:45:43","PVS_XP_2001","BATCH","08/17/2017 14:45:43"
"28","700","兵庫県","三原郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","680","兵庫県","津名郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","660","兵庫県","多紀郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","640","兵庫県","氷上郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"28","620","兵庫県","朝来郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","580","長野県","上水内郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","563","長野県","下高井郡野沢温泉村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","562","長野県","下高井郡木島平村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","561","長野県","下高井郡山ノ内町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","560","長野県","下高井郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","543","長野県","上高井郡高山村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","541","長野県","上高井郡小布施町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","540","長野県","上高井郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","521","長野県","埴科郡坂城町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","520","長野県","埴科郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","500","長野県","更級郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","486","長野県","北安曇郡小谷村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","485","長野県","北安曇郡白馬村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","481","長野県","北安曇郡池田町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","480","長野県","北安曇郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","460","長野県","南安曇郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","452","長野県","東筑摩郡筑北村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","451","長野県","東筑摩郡朝日村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","446","長野県","東筑摩郡麻績村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","440","長野県","東筑摩郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","432","長野県","木曽郡木曽町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","430","長野県","木曽郡大桑村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","425","長野県","木曽郡木祖村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","423","長野県","木曽郡南木曽町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","422","長野県","木曽郡上松町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","420","長野県","木曽郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","417","長野県","下伊那郡大鹿村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","416","長野県","下伊那郡豊丘村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","413","長野県","下伊那郡天龍村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","411","長野県","下伊那郡下條村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","407","長野県","下伊那郡阿智村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","404","長野県","下伊那郡阿南町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","403","長野県","下伊那郡高森町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","402","長野県","下伊那郡松川町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","400","長野県","下伊那郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","386","長野県","上伊那郡中川村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","384","長野県","上伊那郡飯島町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","383","長野県","上伊那郡箕輪町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","382","長野県","上伊那郡辰野町","","","BATCH","12/27/2012 15:29:24","BATCH","05/18/2015 11:24:35","PVS_XP_2001","BATCH","05/18/2015 11:24:35"
"20","380","長野県","上伊那郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","362","長野県","諏訪郡富士見町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","361","長野県","諏訪郡下諏訪町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","360","長野県","諏訪郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","350","長野県","小県郡長和町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","349","長野県","小県郡青木村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","340","長野県","小県郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","324","長野県","北佐久郡立科町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","323","長野県","北佐久郡御代田町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","321","長野県","北佐久郡軽井沢町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","320","長野県","北佐久郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","309","長野県","南佐久郡佐久穂町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","305","長野県","南佐久郡南牧村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","304","長野県","南佐久郡川上村","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","303","長野県","南佐久郡小海町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","300","長野県","南佐久郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","220","長野県","安曇野市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","219","長野県","東御市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","218","長野県","千曲市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"20","217","長野県","佐久市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","306","静岡県","賀茂郡西伊豆町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","305","静岡県","賀茂郡松崎町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","304","静岡県","賀茂郡南伊豆町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","302","静岡県","賀茂郡河津町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","301","静岡県","賀茂郡東伊豆町","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","300","静岡県","賀茂郡","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","226","静岡県","牧之原市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","225","静岡県","伊豆の国市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","224","静岡県","菊川市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","223","静岡県","御前崎市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","222","静岡県","伊豆市","","","BATCH","12/27/2012 15:29:24","BATCH","07/17/2014 14:45:54","PVS_XP_2001","BATCH","07/17/2014 14:45:54"
"22","221","静岡県","湖西市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","220","静岡県","裾野市","","","BATCH","12/27/2012 15:29:24","BATCH","04/17/2014 14:45:58","PVS_XP_2001","BATCH","04/17/2014 14:45:58"
"22","216","静岡県","袋井市","","","BATCH","12/27/2012 15:29:24","BATCH","07/18/2017 13:30:34","PVS_XP_2001","BATCH","07/18/2017 13:30:34"
"22","215","静岡県","御殿場市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","214","静岡県","藤枝市","","","BATCH","12/27/2012 15:29:24","BATCH","11/17/2014 14:45:45","PVS_XP_2001","BATCH","11/17/2014 14:45:45"
"22","213","静岡県","掛川市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2015 14:45:53","PVS_XP_2001","BATCH","06/17/2015 14:45:53"
"22","212","静岡県","焼津市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","211","静岡県","磐田市","","","BATCH","12/27/2012 15:29:24","BATCH","04/18/2016 13:42:42","PVS_XP_2001","BATCH","04/18/2016 13:42:42"
"22","210","静岡県","富士市","","","BATCH","12/27/2012 15:29:24","BATCH","06/17/2015 14:45:53","PVS_XP_2001","BATCH","06/17/2015 14:45:53"
"22","209","静岡県","島田市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","208","静岡県","伊東市","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","207","静岡県","富士宮市","","","BATCH","12/27/2012 15:29:24","BATCH","07/17/2014 14:45:54","PVS_XP_2001","BATCH","07/17/2014 14:45:54"
"22","205","静岡県","熱海市","","","BATCH","12/27/2012 15:29:24","BATCH","04/17/2014 14:45:58","PVS_XP_2001","BATCH","04/17/2014 14:45:58"
"22","203","静岡県","沼津市","","","BATCH","12/27/2012 15:29:24","BATCH","11/18/2013 15:05:41","PVS_XP_2001","BATCH","11/18/2013 15:05:41"
"22","137","静岡県","浜松市天竜区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","136","静岡県","浜松市浜北区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","135","静岡県","浜松市北区","","","BATCH","12/27/2012 15:29:24","BATCH","03/18/2013 15:18:35","PVS_XP_2001","BATCH","03/18/2013 15:18:35"
"22","134","静岡県","浜松市南区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","133","静岡県","浜松市西区","","","BATCH","12/27/2012 15:29:24","BATCH","12/17/2013 14:45:37","PVS_XP_2001","BATCH","12/17/2013 14:45:37"
"22","132","静岡県","浜松市東区","","","BATCH","12/27/2012 15:29:24","BATCH","12/27/2012 00:00:00","PVS_XP_2001","IKOU","12/27/2012 15:29:24"
"22","131","静岡県","浜松市中区","","","BATCH","12/27/2012 15:29:24","BATCH","02/18/2013 15:10:09","PVS_XP_2001","BATCH","02/18/2013 15:10:09"
